time, q_w, q_x, q_y, q_z, p_x, p_y, p_z
1403636950901666560,0.378648,-0.612326,-0.537295,-0.439313,-4.2542,6.63528,-0.885866
1403636951351666432,0.37409,-0.62744,-0.540849,-0.416964,-4.39821,6.83386,-0.892909
1403636951751666432,0.364247,-0.624297,-0.546475,-0.423016,-4.51714,7.05771,-0.92752
1403636951901666560,0.365968,-0.617756,-0.545429,-0.43238,-4.54545,7.14425,-0.924064
1403636952001666560,0.363092,-0.614261,-0.546822,-0.437988,-4.62421,7.28794,-0.917597
1403636952051666432,0.362884,-0.61353,-0.546631,-0.439422,-4.64025,7.31774,-0.910946
1403636952401666560,0.386037,-0.615455,-0.531209,-0.435898,-4.7744,7.58621,-0.949955
1403636952851666432,0.376975,-0.614006,-0.538828,-0.436522,-4.92841,7.7814,-1.04194
1403636953051666432,0.377224,-0.626988,-0.537457,-0.4192,-5.00446,7.8733,-1.0774
1403636953651666432,0.369695,-0.618176,-0.545663,-0.428294,-5.15681,8.16791,-1.20078
1403636953801666560,0.359833,-0.614569,-0.554287,-0.430803,-5.19341,8.24451,-1.19168
1403636953901666560,0.360541,-0.613096,-0.555319,-0.430981,-5.20635,8.28728,-1.17464
1403636954151666432,0.367853,-0.615031,-0.551396,-0.427064,-5.30437,8.4583,-1.14332
1403636954451666432,0.364713,-0.620179,-0.551514,-0.422131,-5.43352,8.66308,-1.11526
1403636954951666432,0.370047,-0.621197,-0.533033,-0.43938,-5.66,9.03596,-1.12102
1403636955601666560,0.355584,-0.631556,-0.518594,-0.453604,-6.00439,9.47485,-1.20511
1403636956301666560,0.372719,-0.651273,-0.495628,-0.437351,-6.44132,9.92244,-1.18723
1403636957151666432,0.427018,-0.558175,-0.593751,-0.391863,-6.81956,10.2872,-1.2209
1403636957651666432,0.455366,-0.509813,-0.638465,-0.353687,-6.9524,10.3758,-1.17607
1403636958201666560,0.503969,-0.413228,-0.708293,-0.271253,-7.11209,10.4822,-1.26256
1403636960001666560,0.510198,-0.370483,-0.73206,-0.257932,-7.48033,10.8329,-1.38014
1403636961251666432,0.546472,-0.270906,-0.769474,-0.189443,-7.96231,10.8492,-1.49397
1403636962101666560,0.570515,-0.1329,-0.804716,-0.0963416,-8.20905,10.6804,-1.29998
1403636962551666432,0.578868,-0.0338207,-0.813784,-0.0390358,-8.30474,10.5694,-1.16579
1403636963351666432,0.58655,0.0124918,-0.809778,0.00794115,-8.44477,10.234,-1.01388
1403636964701666560,0.586587,0.0286783,-0.809256,-0.014036,-8.25234,9.50721,-0.812229
1403636965051666432,0.590897,0.0892268,-0.80109,0.0336781,-8.14552,9.21738,-0.795834
1403636965351666432,0.556007,0.127348,-0.81913,0.0605346,-8.02277,8.95614,-0.730739
1403636965601666560,0.541277,0.123442,-0.828049,0.0782042,-7.91441,8.69293,-0.623786
1403636966051666432,0.580617,0.117449,-0.802367,0.0727788,-7.82432,8.24777,-0.413199
1403636966401666560,0.584667,0.107202,-0.800452,0.0771286,-7.72852,7.95749,-0.361921
1403636967001666560,0.586564,0.0917694,-0.800729,0.0797154,-7.50186,7.58682,-0.386094
1403636967901666560,0.591299,0.0962144,-0.798412,0.0603873,-6.98181,7.1363,-0.433735
1403636968251666432,0.590822,0.0944622,-0.798632,0.0647506,-6.72009,6.96383,-0.554992
1403636968551666432,0.587365,0.0933205,-0.80119,0.0662442,-6.45569,6.81822,-0.602626
1403636969051666432,0.58715,0.0957804,-0.801481,0.0609079,-5.97443,6.57629,-0.599667
1403636969451666432,0.562104,0.0929147,-0.819489,0.0620013,-5.53271,6.37417,-0.518279
1403636969801666560,0.55908,0.0920722,-0.821927,0.0582016,-5.20955,6.20756,-0.454601
1403636969951666432,0.560162,0.0914932,-0.821218,0.0587187,-5.07906,6.13283,-0.451639
1403636970151666432,0.575801,0.0913439,-0.810202,0.0606855,-4.91829,6.03107,-0.459355
1403636970351666432,0.577996,0.0914392,-0.808476,0.0626537,-4.78137,5.93565,-0.476142
1403636970651666432,0.555462,0.094743,-0.823894,0.0607041,-4.53216,5.75922,-0.480581
1403636970951666432,0.535709,0.0973962,-0.836541,0.0610581,-4.34175,5.58227,-0.454006
1403636971401666560,0.559231,0.0678676,-0.819515,0.10512,-4.21586,5.3447,-0.485228
1403636972051666432,0.582339,0.0905515,-0.803766,0.0814989,-4.11603,5.17467,-0.648159
1403636972751666432,0.573384,0.0936876,-0.810814,0.0709455,-4.03302,5.17122,-0.594309
1403636974501666560,0.576264,-0.0371281,-0.816021,-0.025525,-3.8786,5.20876,-0.799314
1403636975501666560,0.561139,-0.198155,-0.791812,-0.137448,-3.84434,5.25949,-0.878476
1403636976801666560,0.527396,-0.343949,-0.741293,-0.232459,-3.88801,5.42751,-0.978464
1403636978201666560,0.526299,-0.352616,-0.737103,-0.23527,-3.74107,5.93729,-1.25314
1403636979701666560,0.494342,-0.359441,-0.754667,-0.238549,-3.77492,6.72982,-1.38165
1403636980951666432,0.514422,-0.35687,-0.738083,-0.251489,-4.29905,7.45414,-1.45692
1403636982101666560,0.48044,-0.378288,-0.751195,-0.248559,-4.72,7.90033,-1.51538
1403636982651666432,0.514573,-0.379006,-0.72969,-0.243149,-5.03927,8.25223,-1.51665
1403636983251666432,0.513563,-0.365317,-0.733194,-0.255388,-5.38874,8.72991,-1.51303
1403636983901666560,0.494545,-0.371454,-0.741769,-0.259281,-5.78327,9.24627,-1.56929
1403636984751666432,0.505874,-0.373307,-0.729327,-0.269845,-6.39768,9.81444,-1.53747
1403636985201666560,0.506344,-0.37684,-0.728736,-0.265615,-6.77812,10.0823,-1.49076
1403636985901666560,0.52963,-0.331822,-0.733571,-0.266944,-7.48471,10.5193,-1.51073
1403636986651666432,0.522187,-0.343593,-0.742856,-0.239643,-8.03956,10.4815,-1.59194
1403636987801666560,0.543029,-0.328804,-0.732468,-0.245964,-8.6223,10.259,-1.39399
1403636988951666432,0.57061,-0.341443,-0.713174,-0.221819,-8.69727,9.88311,-1.22989
1403636989701666560,0.528111,-0.338483,-0.741674,-0.237589,-8.22528,9.54485,-1.14988
1403636990401666560,0.532069,-0.331749,-0.740374,-0.242263,-7.63662,9.19073,-1.05968
1403636991001666560,0.524608,-0.328509,-0.749416,-0.235039,-7.14995,8.83355,-1.02521
1403636991751666432,0.524148,-0.34435,-0.745124,-0.226896,-6.62767,8.38788,-0.99293
1403636992501666560,0.517374,-0.349128,-0.741519,-0.246138,-6.14755,8.01148,-0.909996
1403636993351666432,0.531774,-0.337397,-0.740466,-0.234712,-5.77132,7.64883,-0.842468
1403636994101666560,0.557199,-0.258592,-0.765848,-0.190095,-5.42957,7.25015,-0.682082
1403636994801666560,0.556182,-0.272185,-0.766029,-0.172556,-5.0597,6.79045,-0.691791
1403636995551666432,0.555465,-0.261488,-0.768197,-0.181537,-4.5102,6.27151,-0.592914
1403636996151666432,0.547943,-0.27123,-0.772631,-0.170977,-4.01363,5.86222,-0.487513
1403636996751666432,0.551101,-0.217033,-0.792159,-0.147206,-3.57932,5.55918,-0.343714
1403636997251666432,0.558816,-0.135689,-0.813757,-0.0843438,-3.23698,5.27879,-0.358233
1403636997801666560,0.555212,-0.123329,-0.81844,-0.0817627,-2.95691,5.05378,-0.333964
1403636998751666432,0.575659,-0.132788,-0.801385,-0.0936265,-2.867,4.89204,-0.0315798
1403637000001666560,0.578427,-0.132646,-0.797957,-0.105318,-2.64519,4.45694,0.137734
1403637001101666560,0.576552,-0.136386,-0.799044,-0.102548,-2.28138,3.86776,0.216579
1403637001901666560,0.568693,-0.145253,-0.803607,-0.0985224,-1.94617,3.42375,0.278325
1403637002901666560,0.566725,-0.14467,-0.804243,-0.105294,-1.53179,2.91878,0.265869
1403637003451666432,0.570537,-0.15168,-0.800168,-0.105883,-1.37244,2.6851,0.228835
1403637003951666432,0.565319,-0.152323,-0.80397,-0.104135,-1.15664,2.37939,0.262041
1403637004201666560,0.55915,-0.147451,-0.809098,-0.104738,-1.07941,2.27859,0.236063
1403637004401666560,0.561393,-0.148641,-0.807889,-0.100294,-1.0317,2.20479,0.230041
1403637004851666432,0.571672,-0.170931,-0.797891,-0.0857003,-0.861372,1.94498,0.318054
1403637005351666432,0.557498,-0.16271,-0.807022,-0.106943,-0.698706,1.77504,0.245222
1403637005651666432,0.561197,-0.156865,-0.80589,-0.104842,-0.622145,1.69884,0.188813
1403637006151666432,0.565206,-0.155128,-0.803811,-0.10181,-0.537798,1.60919,0.227482
1403637006601666560,0.553827,-0.161817,-0.812317,-0.0850438,-0.493439,1.54535,0.230166
1403637007201666560,0.575522,-0.06566,-0.813947,-0.0442015,-0.491293,1.53652,0.182735
1403637007451666432,0.585126,-0.0447095,-0.808648,-0.0414291,-0.477402,1.53324,0.158146
1403637007751666432,0.561672,-0.0461179,-0.82521,-0.0377709,-0.447096,1.51399,0.11697
1403637008251666432,0.557739,-0.0593786,-0.826951,-0.0394242,-0.414191,1.46306,0.0707652
1403637008701666560,0.577283,-0.0716655,-0.812547,-0.0370939,-0.432817,1.42015,0.0801801
1403637009151666432,0.568533,-0.0780522,-0.818114,-0.0369782,-0.467428,1.43654,0.0407417
1403637009351666432,0.566783,-0.058072,-0.819048,-0.0674192,-0.486201,1.46443,0.00975165
1403637009401666560,0.573485,-0.0613446,-0.815566,-0.0469362,-0.489847,1.46875,0.0057343
1403637009451666432,0.575361,-0.0514487,-0.814961,-0.0463773,-0.491544,1.47393,0.00284698
