time, q_w, q_x, q_y, q_z, v_x, v_y, v_z, p_x, p_y, p_z, b_w_x, b_w_y, b_w_z, b_a_x, b_a_y, b_a_z
1403636859201666560,0.579988,-0.0595126,-0.812442,-0.00319544,-0.0123527,0.086068,0.097545,-0.00798394,0.035817,0.0453215,-0.0184139,0.00341313,0.0189034,0.00911167,-0.0111469,0.000613716
1403636859251666432,0.578923,-0.0618602,-0.813023,-0.0040157,-0.00937784,0.086505,0.130676,-0.00761189,0.040214,0.0513615,-0.0184769,0.0035615,0.0200922,0.00700793,-0.0109324,0.00105858
1403636859301666560,0.579522,-0.0645888,-0.812373,-0.00576528,0.00106235,0.0793952,0.174164,-0.00697771,0.0440002,0.0587661,-0.018495,0.00365501,0.0207511,0.0077708,-0.0106347,0.000657396
1403636859351666432,0.581721,-0.0646102,-0.810754,-0.0102339,0.0136049,0.067486,0.214005,-0.00324686,0.0476319,0.0698016,-0.0182917,0.00417559,0.0239927,0.0144435,-0.00912537,-0.00189034
1403636859401666560,0.583228,-0.0660728,-0.80952,-0.012564,0.00241049,0.0763241,0.268147,-0.00208876,0.05252,0.0840856,-0.0183678,0.00444498,0.0247424,0.017974,-0.00915298,-0.00319909
1403636859451666432,0.582575,-0.066228,-0.809938,-0.0148224,0.00142678,0.0629781,0.304505,0.00224091,0.0598513,0.10529,-0.0180171,0.00614304,0.0325304,0.0372551,0.0177622,-0.0221843
1403636859501666560,0.579753,-0.0668303,-0.811876,-0.0166258,-0.0094956,0.0704682,0.33632,0.00337514,0.0631987,0.122657,-0.0174391,0.00742083,0.0367076,0.0431397,0.0171316,-0.0281373
1403636859551666432,0.576468,-0.0670989,-0.814114,-0.0200366,-0.0242333,0.0698845,0.374852,0.00395695,0.0661374,0.141882,-0.0161213,0.00951292,0.0413642,0.0398242,0.0118067,-0.0370186
1403636859601666560,0.57492,-0.0675781,-0.815022,-0.025283,-0.0347694,0.0689234,0.384605,0.0032238,0.0710623,0.165306,-0.015705,0.0108754,0.04481,0.0331143,0.0109598,-0.031972
1403636859651666432,0.575639,-0.0679689,-0.814251,-0.0318575,-0.0383406,0.0526859,0.409743,0.00203377,0.0736696,0.188438,-0.0138579,0.01311,0.0496043,0.0237505,0.00204618,-0.0319045
1403636859701666560,0.578347,-0.0670462,-0.812108,-0.0387449,-0.0371782,0.0355929,0.411795,-0.00103354,0.0714309,0.210401,-0.00929902,0.0163599,0.0607136,0.0176853,-0.0456372,-0.00916995
1403636859751666432,0.582821,-0.0670411,-0.808655,-0.0436135,-0.0292254,0.0318901,0.399237,-0.0033463,0.0735569,0.233506,-0.00880519,0.0167643,0.0620632,0.0293364,-0.0451108,-0.00598676
1403636859801666560,0.586181,-0.0662471,-0.80597,-0.0491579,-0.0174702,0.026506,0.393976,-0.00462867,0.0748038,0.256639,-0.0083146,0.0182845,0.0637865,0.0318523,-0.0457263,-0.000657757
1403636859851666432,0.588332,-0.0648446,-0.804151,-0.0547875,-0.00994168,0.0138302,0.379823,-0.00576495,0.0786823,0.289027,-0.00808385,0.0200567,0.0656538,0.00940631,-0.0478637,0.000388583
1403636859901666560,0.589662,-0.0634626,-0.803019,-0.0585808,-0.00105261,0.00690856,0.373777,-0.00739082,0.0805113,0.317809,-0.00738524,0.0210601,0.0690541,-0.00711771,-0.0598276,0.00325409
1403636859951666432,0.590552,-0.0641759,-0.802207,-0.0599478,0.00994708,0.00910084,0.323645,-0.00744499,0.08146,0.344168,-0.00663155,0.0217821,0.0699308,-0.0194955,-0.0485917,0.0090742
1403636860001666560,0.590773,-0.0649558,-0.80185,-0.0616792,0.0150727,0.0279364,0.240954,-0.00681292,0.0825097,0.365146,-0.00621066,0.0215766,0.0707057,-0.0313551,-0.0481086,0.013397
1403636860051666432,0.589617,-0.0663977,-0.802469,-0.0631465,0.0110523,0.0441406,0.0880892,-0.00625838,0.0843741,0.372192,-0.00594397,0.0218263,0.0709897,-0.0115385,-0.044996,0.0103172
1403636860101666560,0.588065,-0.0692742,-0.803393,-0.0627644,0.00508521,0.0562746,-0.0683169,-0.0073107,0.0897007,0.377744,-0.00613706,0.0211901,0.0706543,-0.0214471,-0.046148,0.00404358
1403636860151666432,0.585277,-0.0706393,-0.805369,-0.0619775,0.00655126,0.0625563,-0.232536,-0.00880122,0.0934497,0.370416,-0.00604049,0.0217272,0.0720489,-0.0246136,-0.0434558,0.00657466
1403636860201666560,0.582565,-0.0716135,-0.807293,-0.0613847,0.0270611,0.0461257,-0.386707,-0.00604108,0.0945392,0.353586,-0.00528712,0.0203253,0.0734551,-0.030074,-0.0520349,0.0063328
1403636860251666432,0.578003,-0.0729748,-0.810678,-0.0582052,0.0352764,0.0308536,-0.502682,-0.00493409,0.0960816,0.331215,-0.00494516,0.0208787,0.074011,-0.0314126,-0.0563069,0.00808727
1403636860301666560,0.57174,-0.0745003,-0.815128,-0.055947,0.0417591,0.0281881,-0.563681,-0.00355319,0.0949839,0.303571,-0.00389883,0.0210718,0.0759461,-0.0323802,-0.0647761,0.00746262
1403636860351666432,0.563619,-0.0766356,-0.820649,-0.0547315,0.048961,0.018295,-0.600222,-0.00125163,0.0945834,0.27316,-0.00313589,0.0209166,0.0769886,-0.0351578,-0.0718855,0.00584571
1403636860401666560,0.554285,-0.0799348,-0.826816,-0.052472,0.0636856,0.0143519,-0.596996,0.0018723,0.0950935,0.242146,-0.00300807,0.0210509,0.0767829,-0.0382199,-0.0742402,0.00804863
1403636860451666432,0.544633,-0.0828729,-0.833058,-0.0502101,0.058301,0.00878659,-0.580109,0.00499218,0.0960867,0.211806,-0.0031775,0.0210397,0.0763435,-0.0390471,-0.0728394,0.00795986
1403636860501666560,0.535241,-0.0858558,-0.839019,-0.046833,0.0627518,0.000424562,-0.53125,0.00749804,0.0974094,0.184209,-0.0031922,0.0207987,0.0760571,-0.0383237,-0.0706629,0.00583105
1403636860551666432,0.52706,-0.0874463,-0.844248,-0.0424948,0.0568922,0.00852504,-0.457824,0.0102362,0.0978712,0.159674,-0.00344756,0.0208757,0.0757931,-0.0373274,-0.0689147,0.00641157
1403636860601666560,0.520029,-0.0888187,-0.848584,-0.0398264,0.0618772,-0.00314834,-0.38383,0.013176,0.098264,0.138945,-0.00363574,0.0210173,0.0755545,-0.0366084,-0.0661888,0.00712413
1403636860651666432,0.516005,-0.0884997,-0.851213,-0.0366542,0.0589115,0.00439629,-0.303019,0.0158667,0.0973478,0.123112,-0.00358349,0.0209677,0.0755166,-0.0392664,-0.064815,0.00554739
1403636860701666560,0.51386,-0.0864538,-0.852782,-0.0351528,0.045901,0.000884273,-0.198285,0.0179689,0.0959741,0.109077,-0.00345613,0.0211777,0.0756487,-0.0436906,-0.0669025,0.00853908
1403636860751666432,0.513532,-0.0837651,-0.853188,-0.0365808,0.037507,0.00873591,-0.0785093,0.0203431,0.0959287,0.101918,-0.00339057,0.020888,0.0754674,-0.0463878,-0.06592,0.00770309
1403636860801666560,0.513772,-0.0800382,-0.853301,-0.0388676,0.0247043,0.00715795,0.049336,0.0217707,0.0956896,0.100979,-0.00325894,0.0208422,0.0755217,-0.0480621,-0.0660124,0.00990336
1403636860851666432,0.513943,-0.0765734,-0.853435,-0.0406,0.0108411,0.00762303,0.186994,0.0226092,0.0958305,0.106747,-0.00321535,0.0207144,0.0755323,-0.0491544,-0.0624407,0.0129183
1403636860901666560,0.514206,-0.0735003,-0.853511,-0.0413316,-0.000650975,0.0083375,0.323706,0.0229579,0.0955358,0.119515,-0.00310222,0.0206529,0.075665,-0.0521027,-0.0614752,0.0142277
1403636860951666432,0.514804,-0.0707028,-0.85338,-0.0414811,-0.0114906,0.00500701,0.438227,0.022897,0.0954283,0.138857,-0.00287829,0.0208022,0.0759749,-0.0524295,-0.0633515,0.015538
1403636861001666560,0.517292,-0.0685098,-0.852024,-0.0420821,-0.0269762,0.0161515,0.528133,0.0221456,0.0965395,0.16353,-0.00306317,0.0209294,0.0760839,-0.0514111,-0.0641143,0.0157825
1403636861051666432,0.522239,-0.0678199,-0.84906,-0.0419978,-0.0367169,0.015575,0.580694,0.0205087,0.0980472,0.191395,-0.00325729,0.0208687,0.075788,-0.051729,-0.0611117,0.0159252
1403636861101666560,0.529319,-0.0674982,-0.844649,-0.0428166,-0.0485329,0.0210104,0.613854,0.0184747,0.0993216,0.221181,-0.00333057,0.0208668,0.0756406,-0.0515841,-0.0597972,0.0161586
1403636861151666432,0.538,-0.0671064,-0.83911,-0.0441131,-0.0512813,0.0316023,0.622286,0.0160355,0.1005,0.251781,-0.00331053,0.0210431,0.0758492,-0.0505473,-0.0611468,0.0179733
1403636861201666560,0.54772,-0.0655928,-0.832827,-0.0458248,-0.0520452,0.0241138,0.634179,0.0131878,0.101847,0.283984,-0.00325122,0.0212178,0.0762384,-0.0501401,-0.0637997,0.0204072
1403636861251666432,0.558017,-0.0644679,-0.825972,-0.0472295,-0.038462,0.0271465,0.623472,0.0110304,0.102759,0.314834,-0.00313349,0.0212455,0.076365,-0.0497059,-0.0649584,0.0200154
1403636861301666560,0.567894,-0.0643483,-0.819218,-0.0473056,-0.0320824,0.0247583,0.592984,0.00877935,0.104006,0.345802,-0.00288236,0.0214563,0.0767153,-0.0501393,-0.0585679,0.02269
1403636861351666432,0.576628,-0.0645831,-0.813024,-0.0481764,-0.020406,0.0332718,0.512511,0.00761796,0.105175,0.373711,-0.00290328,0.0213841,0.0768597,-0.0507605,-0.0594629,0.021494
1403636861401666560,0.584353,-0.0663858,-0.807359,-0.0479113,-0.0282152,0.0278119,0.400118,0.00603392,0.107106,0.395247,-0.00303041,0.0211117,0.0766133,-0.0504086,-0.0571649,0.0175161
1403636861451666432,0.590299,-0.0670432,-0.802897,-0.0490703,-0.0150629,0.0314717,0.245391,0.00505155,0.10907,0.41114,-0.00304296,0.0210012,0.0765007,-0.0506023,-0.0569839,0.0164663
1403636861501666560,0.594199,-0.0681651,-0.799889,-0.0495791,-0.019583,0.0291858,0.0721038,0.00379806,0.110746,0.419,-0.00314661,0.0209732,0.0764792,-0.0509399,-0.0568725,0.0151302
1403636861551666432,0.595061,-0.0691331,-0.799046,-0.0514698,-0.0122502,0.0275008,-0.0989807,0.00284349,0.110957,0.419527,-0.0027154,0.0212519,0.0769583,-0.0508376,-0.0517673,0.0171916
1403636861601666560,0.593104,-0.0695124,-0.800483,-0.0512194,-0.00770786,0.0203757,-0.263315,0.00239072,0.112785,0.411619,-0.00280973,0.0212643,0.0768737,-0.0532822,-0.0524186,0.0190215
1403636861651666432,0.589273,-0.0698633,-0.803363,-0.0498435,-0.00221926,0.00926759,-0.397478,0.00268136,0.11297,0.394013,-0.00266634,0.0211834,0.0769619,-0.0519053,-0.0529237,0.0191847
1403636861701666560,0.584579,-0.0696466,-0.806873,-0.0487079,0.00565785,-0.00138162,-0.497286,0.0026489,0.113393,0.371685,-0.00264075,0.0211884,0.0769794,-0.052309,-0.0536936,0.0188237
1403636861751666432,0.579477,-0.0688354,-0.810665,-0.0478478,0.0177251,-0.000403244,-0.537745,0.00274559,0.115011,0.346637,-0.00279321,0.0214799,0.077032,-0.052542,-0.055306,0.0200311
1403636861801666560,0.574387,-0.0678349,-0.814337,-0.0482958,0.0213883,-0.014563,-0.567684,0.00370428,0.113913,0.320786,-0.00260094,0.021738,0.0773703,-0.0534832,-0.0579458,0.0229623
1403636861851666432,0.569446,-0.0673177,-0.817962,-0.0462235,0.0373213,-0.0358081,-0.578824,0.00477085,0.112812,0.293298,-0.00257333,0.0220054,0.0775094,-0.0537326,-0.0593739,0.0245035
1403636861901666560,0.563069,-0.0670363,-0.822533,-0.0435786,0.0293276,-0.039867,-0.579896,0.00599198,0.11076,0.264629,-0.00247148,0.0220806,0.0776321,-0.0539019,-0.0603196,0.0248994
1403636861951666432,0.555036,-0.0680648,-0.828046,-0.0405278,0.0353967,-0.0470453,-0.588767,0.00765044,0.108659,0.235176,-0.0024828,0.0220071,0.0774464,-0.0535767,-0.0597352,0.023791
1403636862001666560,0.546319,-0.0694494,-0.833865,-0.0371652,0.041828,-0.0555176,-0.573138,0.00942258,0.105854,0.206197,-0.00244215,0.0220352,0.0773733,-0.052822,-0.058621,0.0242518
1403636862051666432,0.538473,-0.0712689,-0.838931,-0.0341036,0.0382145,-0.0596518,-0.519543,0.0115466,0.102596,0.17947,-0.00236562,0.0220995,0.0775535,-0.05372,-0.0590329,0.0240393
1403636862101666560,0.532662,-0.0730423,-0.842573,-0.0317404,0.0341381,-0.0515358,-0.469253,0.0134937,0.0998117,0.154173,-0.00243043,0.022001,0.0773111,-0.0534519,-0.0568902,0.0226802
1403636862151666432,0.528548,-0.0742465,-0.845173,-0.0284137,0.0270371,-0.0366755,-0.381778,0.0141756,0.0974333,0.132605,-0.00241638,0.0220291,0.0772836,-0.0528252,-0.0560346,0.0221847
1403636862201666560,0.525216,-0.0725884,-0.847412,-0.0277853,0.0258978,-0.0161161,-0.259174,0.015537,0.0959532,0.116477,-0.00234964,0.0221252,0.0774879,-0.0530665,-0.0575319,0.0219454
1403636862251666432,0.521965,-0.0701564,-0.849545,-0.0300721,0.0251507,-0.00524962,-0.123908,0.0166971,0.0958365,0.106256,-0.00235249,0.0220738,0.0772915,-0.0532491,-0.056418,0.0207496
1403636862301666560,0.518581,-0.067728,-0.851732,-0.0322275,0.0109764,0.00323477,0.0352333,0.0177223,0.095435,0.103444,-0.00225505,0.0220782,0.0774136,-0.0533544,-0.0573916,0.021197
1403636862351666432,0.515112,-0.0656574,-0.853951,-0.0334055,-0.00270059,0.0043732,0.210321,0.0180572,0.0955935,0.108833,-0.00219793,0.0220011,0.0773847,-0.0527396,-0.0571211,0.0208878
1403636862401666560,0.5133,-0.0650107,-0.855108,-0.0329717,-0.00367313,0.00374656,0.364004,0.0178745,0.0955533,0.122454,-0.00211574,0.021957,0.0773575,-0.0527449,-0.0571618,0.0202262
1403636862451666432,0.513934,-0.0643721,-0.854792,-0.0325388,-0.0142316,0.0110144,0.483496,0.0173401,0.0960791,0.143775,-0.00222058,0.0219582,0.0774214,-0.0526371,-0.057361,0.0203369
1403636862501666560,0.516587,-0.0639833,-0.853166,-0.0339253,-0.0310439,0.0261763,0.560323,0.0184092,0.0969704,0.171525,-0.00236776,0.021971,0.0775082,-0.0511843,-0.0486726,0.0211579
1403636862551666432,0.520598,-0.0649277,-0.85047,-0.0382442,-0.0523377,0.0459514,0.621467,0.0162673,0.0990084,0.201245,-0.00236223,0.0220089,0.0773756,-0.0508806,-0.0467568,0.0215659
1403636862601666560,0.525495,-0.0651217,-0.847045,-0.0461445,-0.0558515,0.0500082,0.66311,0.0132745,0.101194,0.233744,-0.00216146,0.0220617,0.0774034,-0.0508716,-0.0462394,0.0222055
1403636862651666432,0.531341,-0.0661229,-0.843004,-0.0514678,-0.0560133,0.0285265,0.678565,0.010453,0.103202,0.267353,-0.00219382,0.0221283,0.077361,-0.0505532,-0.0448726,0.022734
1403636862701666560,0.537047,-0.0664782,-0.839084,-0.055678,-0.0518441,0.0138776,0.697266,0.00682923,0.104592,0.302076,-0.00219291,0.022233,0.077399,-0.0510189,-0.0439042,0.0235316
1403636862751666432,0.54235,-0.0701292,-0.835442,-0.0545382,-0.0546653,0.0064984,0.68495,0.00380494,0.10498,0.337017,-0.00218419,0.0222013,0.0774618,-0.0514655,-0.0438207,0.023503
1403636862801666560,0.545231,-0.0724793,-0.833327,-0.0551048,-0.0419872,0.0144497,0.686993,0.00157915,0.105819,0.371093,-0.00227583,0.0221884,0.0775933,-0.0507682,-0.0430831,0.0239441
1403636862851666432,0.547888,-0.0773795,-0.831244,-0.0535275,-0.0276749,-0.00052674,0.649145,-0.000525419,0.106454,0.404261,-0.00236436,0.0221965,0.0776088,-0.0503149,-0.0418219,0.0240196
1403636862901666560,0.550905,-0.0806723,-0.829,-0.0524745,-0.0121086,0.00143944,0.588255,-0.00121421,0.107061,0.435078,-0.00241363,0.0221405,0.0774981,-0.050315,-0.0406339,0.0234464
1403636862951666432,0.554967,-0.0837584,-0.826133,-0.0500064,0.00347647,-0.00507828,0.448405,-0.00193356,0.1069,0.461204,-0.00243399,0.0221891,0.0775406,-0.0502773,-0.0401841,0.0236383
1403636863001666560,0.559791,-0.0835992,-0.822966,-0.0486985,0.0142838,0.00641021,0.276544,-0.00195724,0.107297,0.478784,-0.00249603,0.0221304,0.0773951,-0.0503985,-0.0387282,0.022865
1403636863051666432,0.564281,-0.0811922,-0.819979,-0.0512697,0.00657642,0.0182614,0.0949825,-0.00106524,0.10703,0.488246,-0.00238099,0.0221265,0.0774463,-0.0503342,-0.0381012,0.02322
1403636863101666560,0.567682,-0.0783918,-0.817595,-0.0559447,0.00972637,0.0187849,-0.0793918,0.000307204,0.106919,0.489256,-0.00235485,0.0221764,0.0774783,-0.0501589,-0.03727,0.0241676
1403636863151666432,0.570023,-0.075122,-0.815961,-0.0603228,0.00598819,0.00975682,-0.254402,0.00165418,0.109092,0.478312,-0.00247219,0.0221514,0.0774348,-0.0486129,-0.0361865,0.0234202
1403636863201666560,0.570041,-0.0726293,-0.815896,-0.0639658,0.00464529,-0.00230215,-0.398449,0.00242839,0.110089,0.463406,-0.00256897,0.022222,0.0773692,-0.049183,-0.0353522,0.0243782
1403636863251666432,0.569043,-0.0709965,-0.816599,-0.0656935,0.0113856,0.00469592,-0.529978,0.00476592,0.10971,0.438428,-0.00263019,0.0221569,0.0773597,-0.0485384,-0.0347172,0.0242719
1403636863301666560,0.56707,-0.069262,-0.817811,-0.0694238,0.00852317,-0.0182399,-0.590584,0.00427052,0.109727,0.414739,-0.00257378,0.0223169,0.0774341,-0.0497965,-0.0346072,0.0260502
1403636863351666432,0.565738,-0.0694003,-0.818564,-0.0712513,0.00996803,0.0137976,-0.638998,0.00488426,0.109566,0.380779,-0.0025335,0.0220946,0.0773571,-0.0494411,-0.0332642,0.0241704
1403636863401666560,0.563562,-0.0702488,-0.819667,-0.0748935,0.0168359,-0.0126112,-0.654424,0.00434779,0.109152,0.347666,-0.00250482,0.0220624,0.0773344,-0.0493012,-0.0324359,0.0233884
1403636863451666432,0.561354,-0.0720585,-0.820957,-0.0756188,0.0234805,-0.0064203,-0.686598,0.00540995,0.10912,0.313401,-0.00252479,0.0219389,0.077285,-0.049469,-0.0319593,0.0224133
1403636863501666560,0.557252,-0.0756398,-0.823605,-0.0736486,0.0393092,-0.0258709,-0.700785,0.0072951,0.108091,0.277829,-0.00250851,0.0218918,0.0772851,-0.0492951,-0.0315168,0.0222379
1403636863551666432,0.552609,-0.0775498,-0.827143,-0.0666621,0.0580003,-0.0263038,-0.677102,0.00917651,0.107363,0.244427,-0.00253862,0.0219747,0.0772797,-0.049843,-0.0314746,0.0223754
1403636863601666560,0.546933,-0.0796108,-0.831193,-0.0603696,0.0604092,-0.0272641,-0.641184,0.0121643,0.106216,0.210417,-0.00247749,0.0219463,0.0773162,-0.0490922,-0.0309547,0.021679
1403636863651666432,0.540688,-0.0815824,-0.835505,-0.0541547,0.0655974,-0.0214774,-0.583695,0.01553,0.105186,0.180085,-0.00253296,0.0220405,0.077191,-0.0487575,-0.0300964,0.0221698
1403636863701666560,0.534869,-0.0836684,-0.839373,-0.0486654,0.0472198,-0.0132769,-0.500223,0.0183261,0.104033,0.152313,-0.00249741,0.0220358,0.0771403,-0.0484117,-0.0291913,0.0221324
1403636863751666432,0.529367,-0.0869188,-0.842738,-0.0448029,0.0403034,-0.00334863,-0.381442,0.0203248,0.103713,0.129294,-0.00246933,0.02194,0.0771321,-0.0495418,-0.0231309,0.0181577
1403636863801666560,0.52312,-0.0880884,-0.846617,-0.0427225,0.037431,0.00293832,-0.226921,0.0220404,0.103986,0.113945,-0.00246758,0.0219704,0.0771178,-0.048815,-0.0231657,0.0186815
1403636863851666432,0.517713,-0.0882727,-0.849954,-0.0419447,0.0356502,0.00336075,-0.0478175,0.0237849,0.104436,0.106896,-0.00251842,0.0219981,0.0770836,-0.0488472,-0.022844,0.0184992
1403636863901666560,0.513892,-0.0876534,-0.852386,-0.0408585,0.0246727,0.0123147,0.137813,0.0247904,0.10486,0.108783,-0.00249262,0.0220352,0.0770479,-0.0487362,-0.0227497,0.0176872
1403636863951666432,0.511933,-0.0864779,-0.853783,-0.0387525,0.00907586,0.0114841,0.327343,0.025478,0.105486,0.119974,-0.002527,0.0220405,0.0770393,-0.0489204,-0.0225712,0.0175691
1403636864001666560,0.512273,-0.0847281,-0.85378,-0.038167,0.00329998,0.00872669,0.484647,0.0257451,0.105903,0.140538,-0.00249635,0.0220222,0.07711,-0.0487495,-0.0228944,0.0178022
1403636864051666432,0.514911,-0.0826693,-0.852421,-0.0375503,0.000317758,0.0107498,0.592106,0.0257516,0.106159,0.167328,-0.00248755,0.021984,0.0771098,-0.0487817,-0.0231384,0.0179749
1403636864101666560,0.517786,-0.0791924,-0.850864,-0.0407033,-0.0217694,0.0184101,0.693212,0.0247335,0.107165,0.19995,-0.00247036,0.022028,0.0771315,-0.0488724,-0.0232558,0.0176506
1403636864151666432,0.52103,-0.0772778,-0.84881,-0.0455746,-0.031405,0.0232687,0.728669,0.0240065,0.107927,0.23639,-0.00241285,0.0221095,0.0771513,-0.0488162,-0.023561,0.0175614
1403636864201666560,0.524262,-0.0766121,-0.846633,-0.0499276,-0.046077,0.00817735,0.737691,0.0222905,0.108821,0.273922,-0.00244105,0.0221575,0.0771227,-0.0489,-0.0232692,0.0177057
1403636864251666432,0.526808,-0.0766318,-0.844902,-0.0523508,-0.0447451,-0.00504855,0.701414,0.0195875,0.108929,0.310327,-0.00242289,0.0222163,0.0771312,-0.0486359,-0.023312,0.0178836
1403636864301666560,0.528945,-0.0763749,-0.843624,-0.0517991,-0.045898,-0.0161794,0.65566,0.0175235,0.108386,0.344666,-0.00247783,0.0222266,0.0771179,-0.0485741,-0.0229773,0.0180211
1403636864351666432,0.531276,-0.0768459,-0.842169,-0.0509095,-0.0400513,-0.0191292,0.621291,0.0156695,0.107856,0.377116,-0.00253409,0.0222642,0.0770773,-0.0486554,-0.0228202,0.0185184
1403636864401666560,0.535435,-0.0784625,-0.839394,-0.0507068,-0.0353431,-0.00973713,0.564765,0.0132574,0.106668,0.407266,-0.00250061,0.0222423,0.0770603,-0.0489373,-0.0228576,0.0187227
1403636864451666432,0.542168,-0.0812366,-0.834776,-0.051026,-0.0487871,-0.0133033,0.528985,0.0119859,0.105841,0.435423,-0.00251797,0.0222549,0.0771325,-0.0492818,-0.0176108,0.0180499
1403636864501666560,0.55121,-0.0846973,-0.828489,-0.0509882,-0.0355115,-0.0150814,0.413307,0.0103655,0.1049,0.459214,-0.00249919,0.0222319,0.077157,-0.0491117,-0.0177418,0.0186627
1403636864551666432,0.561022,-0.0878722,-0.821718,-0.0480816,-0.0414559,-0.0246392,0.297022,0.00925542,0.1035,0.47714,-0.0024682,0.0221474,0.0771406,-0.0491824,-0.0179847,0.0187096
1403636864601666560,0.568909,-0.0889001,-0.816111,-0.0490084,-0.0198016,-0.000299801,0.140016,0.00751698,0.103227,0.487872,-0.00246042,0.0221292,0.0771411,-0.0492559,-0.0179747,0.0184098
1403636864651666432,0.57429,-0.0880541,-0.812286,-0.0512679,-0.00930965,0.00105364,-0.0425178,0.00611457,0.103556,0.490122,-0.0024609,0.022145,0.0771593,-0.0493119,-0.0178783,0.0178205
1403636864701666560,0.575944,-0.0849249,-0.811159,-0.0556471,-0.000279099,0.00994885,-0.205232,0.00540199,0.104194,0.482992,-0.00250599,0.0221494,0.0772052,-0.0490216,-0.0176436,0.0174626
1403636864751666432,0.57469,-0.0822561,-0.812063,-0.0593205,0.00855877,0.00444483,-0.364127,0.0047257,0.10514,0.468403,-0.00254873,0.0221274,0.0771696,-0.0497403,-0.0127849,0.01574
1403636864801666560,0.571495,-0.0803512,-0.814411,-0.0605924,0.00270402,-0.00391158,-0.47317,0.00597042,0.104078,0.447893,-0.00252609,0.0221194,0.077186,-0.0497089,-0.0126642,0.0166393
1403636864851666432,0.567516,-0.0795797,-0.817245,-0.0608475,0.00741101,-0.0169444,-0.561566,0.00638231,0.103673,0.423082,-0.00257254,0.0221907,0.0772302,-0.0499049,-0.0126662,0.0170296
1403636864901666560,0.563537,-0.0804676,-0.81987,-0.0613463,0.0083972,0.000478323,-0.594735,0.00660864,0.102972,0.394506,-0.00253045,0.022211,0.0772051,-0.0500322,-0.0126694,0.0170575
1403636864951666432,0.558728,-0.08102,-0.822916,-0.0637803,-0.00322285,0.000700092,-0.61123,0.00624587,0.103039,0.364754,-0.00249658,0.0222596,0.0771749,-0.0501639,-0.0126985,0.0172555
1403636865001666560,0.553656,-0.0821552,-0.825995,-0.0666902,0.0050968,0.00961236,-0.630912,0.00587927,0.103926,0.332211,-0.0025633,0.0222499,0.0771546,-0.0500205,-0.0124502,0.0168185
1403636865051666432,0.548247,-0.0823531,-0.829559,-0.0668953,0.00996921,-0.00576803,-0.623972,0.00545867,0.104185,0.301294,-0.00254058,0.022253,0.0771267,-0.0503419,-0.0123176,0.0167718
1403636865101666560,0.542919,-0.0839171,-0.832978,-0.0659132,0.00172051,0.00442197,-0.595019,0.00561758,0.104354,0.270242,-0.0025593,0.0222774,0.0771164,-0.0503468,-0.0121784,0.0164398
1403636865151666432,0.539174,-0.0889735,-0.835424,-0.0586691,0.00117052,-0.0187709,-0.561702,0.00553867,0.104152,0.241194,-0.00259697,0.0223013,0.0770876,-0.0503707,-0.012395,0.0161436
