time, q_w, q_x, q_y, q_z, v_x, v_y, v_z, p_x, p_y, p_z, b_w_x, b_w_y, b_w_z, b_a_x, b_a_y, b_a_z
1403638127895097088,0.547721,-0.0146182,-0.836533,-0.000941874,0.00292363,-0.000631869,-0.00895725,0.00236621,-0.000994858,-0.0051578,-0.000161463,0.00798644,0.0548179,-0.0373031,0.0017499,0.00929502
1403638127945096960,0.547557,-0.0140395,-0.83665,-0.00117871,-0.00027157,0.00217273,-0.00511719,0.00145333,-0.00101613,-0.00433546,-0.000327503,0.0098267,0.0587982,-0.0310202,0.00151353,0.00787945
1403638127995097088,0.547715,-0.0134245,-0.836556,-0.00117899,0.00310531,0.00402417,0.00127654,0.00108952,-0.000776709,-0.00320312,-0.000608057,0.0112304,0.0622412,-0.0322582,0.00147714,0.00996142
1403638128045096960,0.547409,-0.0126508,-0.836769,-0.00121198,0.00212871,0.0078048,0.0052169,0.000680185,-0.000186957,-0.00191443,-0.00118366,0.0134809,0.0664624,-0.0363857,0.00140076,0.0126534
1403638128095097088,0.547033,-0.0119326,-0.837025,-0.00108735,0.00313761,0.00248475,0.00400438,0.000471663,8.79383e-05,-0.000968585,-0.00217882,0.0162073,0.0703999,-0.0392376,0.00133187,0.0146663
1403638128145096960,0.546648,-0.0118633,-0.837278,-0.000906024,0.00179497,8.97792e-05,0.000613594,0.00063073,0.000103742,-0.00090018,-0.00249763,0.0173438,0.0723817,-0.0385542,0.00121836,0.0146767
1403638128195097088,0.5459,-0.0116007,-0.83777,-0.000684855,-0.00109979,-4.70759e-05,-0.00258858,0.000697771,5.65833e-05,-0.000722237,-0.00311667,0.0182493,0.0734039,-0.0319578,0.00102412,0.0118189
1403638128245096960,0.545822,-0.0114617,-0.837822,-0.000996079,-0.00538428,0.00138477,-0.00540315,0.000305621,9.68171e-05,-0.00102368,-0.0029795,0.0181808,0.0736535,-0.0278001,0.00087108,0.010092
1403638128295097088,0.546078,-0.0112273,-0.837659,-0.000905912,-0.00265667,0.00192817,-0.00240979,9.4364e-05,0.000152412,-0.000963917,-0.00310149,0.0187315,0.0742002,-0.0298858,0.000892671,0.0115273
1403638128345096960,0.546421,-0.0112517,-0.837435,-0.000895158,0.00301846,0.00447913,-0.00309264,-1.64195e-06,0.000101678,-0.000819597,-0.00303216,0.019213,0.074293,-0.0295806,0.000860084,0.0118549
1403638128395097088,0.546303,-0.0112089,-0.837512,-0.00116342,-0.00372186,0.000368881,-0.00161929,-0.00050097,0.000245338,-0.000775992,-0.00296044,0.0189194,0.074321,-0.0344813,0.000855429,0.0139512
1403638128445096960,0.546561,-0.0117808,-0.837336,-0.000856269,-0.00103287,0.00195611,-0.00636714,-0.00178647,0.000600193,-0.00129996,-0.00296664,0.0184785,0.0734659,-0.0296511,0.000762289,0.0120629
1403638128495097088,0.545992,-0.0121164,-0.837702,-0.00118643,-0.00495128,-0.00425776,-0.0103392,0.00309482,0.000695902,-0.000862539,-0.0026851,0.0182012,0.0726212,-0.0253477,0.000634169,0.00980429
1403638128545096960,0.54672,-0.0126735,-0.837219,-0.000879577,0.00232149,0.00358894,-0.00198879,0.00127046,0.000253105,-0.00145949,-0.00252135,0.0175981,0.0720093,-0.036682,0.000785896,0.0153203
1403638128595097088,0.546607,-0.0128736,-0.83729,-0.00084399,-0.00165057,0.00221009,-0.00282873,-4.70017e-05,0.00131994,-0.000637588,-0.00273695,0.0174575,0.0710899,-0.0357072,0.000753893,0.014863
1403638128645096960,0.546485,-0.0132198,-0.837364,-0.000744988,-0.00391556,0.00600369,-0.00571937,0.000408473,0.0022968,-4.06509e-06,-0.00280037,0.0173605,0.070436,-0.0335713,0.000672046,0.0137289
1403638128695097088,0.546212,-0.0132183,-0.837542,-0.000779164,-0.00589465,-0.003364,-0.00317812,0.000597946,0.000356854,-0.000833407,-0.00288173,0.0174678,0.0713828,-0.0379069,0.000700065,0.0158761
1403638128745096960,0.546408,-0.0140728,-0.837401,-0.000827957,0.00422847,0.00159085,0.001998,0.00091814,-0.000466243,-0.00075074,-0.00274049,0.0172512,0.0708346,-0.0417497,0.000856862,0.0182143
1403638128795097088,0.546651,-0.0145609,-0.837233,-0.00115131,0.00906565,0.0009799,-0.00220773,-0.000667829,-0.000873966,0.000547776,-0.00256575,0.0166225,0.0699767,-0.0373277,0.000767757,0.0160458
1403638128845096960,0.546306,-0.0150841,-0.837449,-0.000987243,0.0053058,-0.0017045,-0.00865362,0.00131075,-0.000873541,-0.000783084,-0.00271301,0.0164652,0.0702797,-0.0323348,0.000563743,0.0133084
1403638128895097088,0.546138,-0.0143319,-0.837572,-0.000964721,0.00947479,0.0094082,-0.00220158,0.00142137,0.000312198,-0.00101409,-0.00315467,0.0168525,0.0712907,-0.0373452,0.000641743,0.0157744
1403638128945096960,0.546446,-0.0147704,-0.837363,-0.00127766,0.00214603,0.00675088,-0.00283595,0.000938114,-9.98941e-05,-0.000535901,-0.00308496,0.0158323,0.0693257,-0.0380157,0.000800138,0.0153009
1403638128995097088,0.547256,-0.0151756,-0.836827,-0.00133047,0.0154706,0.00599272,-0.0129255,-0.00329684,-0.000411114,-0.000195482,-0.00297871,0.0155943,0.0685571,-0.0269096,0.00104022,0.0121255
1403638129045096960,0.548158,-0.0144215,-0.836248,-0.0018256,0.034535,-0.00959086,0.00828469,0.0120439,-0.00715806,0.00696672,-0.00308414,0.0156971,0.0681743,-0.0327957,0.00138239,0.0165631
1403638129095097088,0.548198,-0.0129708,-0.836232,-0.00527016,0.0476741,-0.0238028,0.0145275,0.0209651,-0.0106732,0.00487922,-0.00207291,0.0159868,0.0670969,-0.032369,0.00126958,0.017153
1403638129145096960,0.546601,-0.0122593,-0.837277,-0.00669139,0.00813939,0.0133589,0.034451,0.0307106,-0.00635082,-0.00405541,-0.00157564,0.017007,0.0683771,-0.0495653,-0.000847275,0.0163607
1403638129195097088,0.548576,-0.0129453,-0.835979,-0.00597243,0.00615905,0.0106331,0.048634,0.0310529,-0.00606935,-0.00210545,-0.00153839,0.0170155,0.0684044,-0.0493133,-0.000849619,0.0162586
1403638129245096960,0.553221,-0.0183959,-0.83283,0.00152079,0.00655832,0.0385653,0.0799667,0.0313423,-0.00490682,0.00101715,-0.00153959,0.0170129,0.0683929,-0.0492674,-0.000846632,0.0162392
1403638129295097088,0.561765,-0.029647,-0.826656,0.0134308,0.0160478,0.0570674,0.122859,0.0317235,-0.00228818,0.00623413,-0.00154204,0.016992,0.0683492,-0.0492703,-0.000826969,0.016254
1403638129345096960,0.571916,-0.043806,-0.818725,0.02611,0.025287,0.0626418,0.118023,0.0327626,0.00100701,0.0124358,-0.00154204,0.016992,0.0683492,-0.0492703,-0.000826969,0.016254
1403638129395097088,0.57826,-0.0560346,-0.813033,0.038116,0.0269689,0.0584016,0.100682,0.0340695,0.00397949,0.0180798,-0.00154062,0.0169917,0.068347,-0.0492613,-0.000823744,0.0162537
1403638129445096960,0.576961,-0.0607347,-0.81341,0.0423313,0.0229229,0.0435911,0.0703534,0.0353634,0.00671538,0.0222937,-0.00154062,0.0169917,0.068347,-0.0492613,-0.000823744,0.0162537
1403638129495097088,0.56948,-0.0562077,-0.819109,0.0399172,0.0180696,0.030542,0.0546044,0.0363955,0.00861884,0.0253877,-0.00153755,0.0169931,0.0683453,-0.0492647,-0.000821194,0.0162535
1403638129545096960,0.560088,-0.0456832,-0.826522,0.0328111,0.0158135,0.0197966,0.0692934,0.0372802,0.00986369,0.0283263,-0.00153755,0.0169931,0.0683453,-0.0492647,-0.000821194,0.0162535
1403638129595097088,0.552039,-0.0331715,-0.832838,0.0230976,0.00694032,0.0271633,0.0914132,0.0352982,0.00746414,0.0321639,-0.00123203,0.016806,0.0679286,-0.046945,0.00357657,0.0127
1403638129645096960,0.548058,-0.0232002,-0.835987,0.0148142,-0.00802699,0.0126612,0.112335,0.030766,0.00248366,0.0346427,-0.00370295,0.0172689,0.0661972,-0.0394224,0.021156,-0.00585467
1403638129695097088,0.549352,-0.0198085,-0.835285,0.0108978,-0.00310791,0.0232498,0.13146,0.0307084,0.00331414,0.0416088,-0.00364549,0.0173301,0.0662765,-0.040302,0.0262213,-0.00527455
1403638129745096960,0.552929,-0.020336,-0.832906,0.0111334,-0.0026212,0.0155481,0.144928,0.0304154,0.00320436,0.0490894,-0.00354739,0.017187,0.0664688,-0.0397851,0.0256541,-0.00467075
1403638129795097088,0.552841,-0.0210746,-0.832921,0.0128397,-0.00969497,-0.00256301,0.162241,0.0290079,0.00105361,0.055969,-0.00324962,0.0171443,0.0669566,-0.0381875,0.0428316,-0.00996805
1403638129845096960,0.548012,-0.0186645,-0.836164,0.0128438,-0.0114814,-0.0152275,0.189998,0.0284602,0.000111541,0.0647367,-0.00323397,0.0170968,0.0670549,-0.0374456,0.0431917,-0.00991187
1403638129895097088,0.542774,-0.0149496,-0.839656,0.0122473,-0.0154878,-0.022348,0.239741,0.0274641,-0.00229433,0.0745036,-0.00342441,0.0169652,0.0674902,-0.0341411,0.0506926,-0.011969
1403638129945096960,0.540482,-0.0112388,-0.841212,0.0107598,-0.0208891,-0.0194492,0.295752,0.0262658,-0.00410936,0.0872762,-0.0037653,0.0170897,0.0678362,-0.0302061,0.0483819,-0.012139
1403638129995097088,0.543862,-0.0114259,-0.839005,0.0124534,-0.0252833,-0.0197601,0.344224,0.0247795,-0.00627274,0.104764,-0.00384834,0.0175676,0.0685815,-0.0280334,0.0537146,-0.0122678
1403638130045096960,0.551017,-0.0154676,-0.834182,0.0167927,-0.022946,-0.00395784,0.376214,0.0235703,-0.00712023,0.123649,-0.00388348,0.0180656,0.0689522,-0.0284524,0.0549037,-0.0119657
1403638130095097088,0.557544,-0.0192221,-0.829647,0.0214914,-0.0186818,-0.00806608,0.364656,0.0226371,-0.00649629,0.133921,-0.00336013,0.0184767,0.0700873,-0.00925789,0.0468643,-0.0137725
1403638130145096960,0.561402,-0.0194545,-0.826944,0.024766,-0.00954527,-0.0186721,0.35316,0.0237365,-0.00804654,0.150039,-0.00288383,0.016416,0.0717089,-0.0014981,0.038506,-0.0136567
1403638130195097088,0.56129,-0.0158986,-0.827065,0.025772,-0.0104445,-0.0233506,0.37849,0.0234246,-0.00845113,0.179522,-0.00260187,0.0170741,0.0735495,-0.0209296,0.0389686,-0.010658
1403638130245096960,0.561164,-0.0123665,-0.827178,0.0267987,-0.00960179,-0.0254199,0.392727,0.0227331,-0.00967599,0.198392,-0.00255237,0.0170618,0.0744238,-0.0245062,0.0357633,-0.00704477
1403638130295097088,0.564508,-0.013116,-0.824758,0.0305384,-0.00751424,-0.00619527,0.412899,0.0212184,-0.0104195,0.220427,-0.00234395,0.0179529,0.0746768,-0.0298756,0.0349023,-0.00692374
1403638130345096960,0.569531,-0.0183546,-0.820934,0.03695,-0.0114642,-0.00653449,0.416501,0.0185088,-0.00877048,0.242291,-0.00265109,0.0186259,0.0744254,-0.0341309,0.0315189,-0.00929885
1403638130395097088,0.573267,-0.0224984,-0.817927,0.0430619,-0.00823124,0.00235711,0.403852,0.0159124,-0.00905791,0.265334,-0.00279935,0.019179,0.0737638,-0.0375481,0.0331953,-0.0123503
1403638130445096960,0.574717,-0.0224494,-0.816678,0.0472529,-0.00315815,-0.0215093,0.384684,0.0176662,-0.00958039,0.28092,-0.00284705,0.0181256,0.0735718,-0.03085,0.0331151,-0.0115952
1403638130495097088,0.57393,-0.0170523,-0.817415,0.0463243,0.0120048,-0.015185,0.368844,0.0204593,-0.0110766,0.294854,-0.00277109,0.0172873,0.0740769,-0.0235513,0.0331562,-0.0116419
1403638130545096960,0.571485,-0.010159,-0.819478,0.0419243,0.0204146,-0.0200571,0.357728,0.0210524,-0.0124189,0.313276,-0.00283841,0.0178829,0.0752057,-0.0257467,0.0299232,-0.00782051
1403638130595097088,0.571442,-0.00734319,-0.819665,0.0393485,0.0101016,-0.0132837,0.37489,0.0180929,-0.0133038,0.336137,-0.00272458,0.018825,0.0754472,-0.0327915,0.0297728,-0.0107684
1403638130645096960,0.575609,-0.0077573,-0.81676,0.0389471,0.0178528,0.00408256,0.378363,0.0186805,-0.0145439,0.359288,-0.00257625,0.0189928,0.0758289,-0.0373856,0.0308322,-0.00915829
1403638130695097088,0.580622,-0.0119296,-0.812995,0.0421149,0.0143424,-0.00457922,0.373711,0.0167559,-0.0185304,0.379271,-0.00212286,0.0194818,0.0768738,-0.0380718,0.034509,-0.0118767
1403638130745096960,0.586441,-0.0193308,-0.808186,0.0504792,0.0213648,-0.0166058,0.346708,0.0199176,-0.0221941,0.399552,-0.00176094,0.0186812,0.0779609,-0.0403025,0.0365096,-0.00895549
1403638130795097088,0.589494,-0.0252019,-0.805211,0.0591417,0.0321403,-0.00670307,0.293343,0.0238787,-0.021506,0.402158,-0.00172241,0.018016,0.0776369,-0.0290153,0.034534,-0.0117299
1403638130845096960,0.59033,-0.0259507,-0.804297,0.0627998,0.0522355,0.00493517,0.226708,0.0278505,-0.0197926,0.410005,-0.00182905,0.017792,0.0773944,-0.0249708,0.0328275,-0.0116314
1403638130895097088,0.591235,-0.0264013,-0.803356,0.0660577,0.0579042,0.0287336,0.168746,0.027085,-0.0150569,0.430213,-0.00218966,0.0185207,0.0766943,-0.033166,0.0312101,-0.0114007
1403638130945096960,0.596065,-0.0289744,-0.799697,0.0659753,0.0553848,0.0560372,0.103916,0.0254534,-0.00986304,0.440057,-0.00245555,0.0191826,0.0764858,-0.0361125,0.0294978,-0.0137447
1403638130995097088,0.604049,-0.032787,-0.793651,0.0645548,0.0445132,0.0568095,0.0122949,0.02383,-0.00583794,0.444329,-0.00264073,0.0196498,0.0766815,-0.0379515,0.0285381,-0.0157459
1403638131045096960,0.610127,-0.0358621,-0.788906,0.0639159,0.0177196,0.0391528,-0.0789155,0.0194009,-0.00537998,0.443773,-0.00253603,0.0207637,0.0775612,-0.0393872,0.0277849,-0.0171183
1403638131095097088,0.61237,-0.0366781,-0.787272,0.062128,0.0122897,0.0351406,-0.170809,0.0220361,0.000340985,0.445364,-0.00295171,0.0206767,0.0763405,-0.0429803,0.0291344,-0.0128156
1403638131145096960,0.609564,-0.033643,-0.789841,0.0587421,0.00742057,0.012785,-0.2431,0.0239775,-0.00299968,0.440631,-0.00253356,0.0201715,0.0766239,-0.0458835,0.0310891,-0.0123319
1403638131195097088,0.602225,-0.0268304,-0.796145,0.052517,-0.00449444,-0.0059931,-0.282439,0.021087,-0.00925069,0.430051,-0.00194983,0.0213831,0.077269,-0.0456817,0.0327373,-0.010235
1403638131245096960,0.593954,-0.018685,-0.803035,0.0447574,-0.00948943,-0.0142381,-0.303601,0.0163536,-0.016099,0.423258,-0.00145149,0.0218159,0.0780241,-0.0495125,0.0339788,-0.0107419
1403638131295097088,0.588236,-0.0129698,-0.807585,0.040206,0.00209562,-0.0154515,-0.322672,0.018071,-0.0210128,0.400067,-0.00103359,0.0208275,0.0781582,-0.0454287,0.0300737,-0.00910997
1403638131345096960,0.585849,-0.0106162,-0.80943,0.0386199,0.0269262,0.0145704,-0.331783,0.0248775,-0.0165957,0.380801,-0.00141117,0.0198643,0.0778209,-0.0443034,0.0287774,-0.00869883
1403638131395097088,0.585578,-0.011877,-0.809622,0.0383481,0.0397088,0.0170657,-0.350723,0.0260227,-0.0131046,0.363451,-0.00167252,0.0200042,0.0776075,-0.0441848,0.0282585,-0.00800659
1403638131445096960,0.585898,-0.0128185,-0.809392,0.0379959,0.0378092,0.0308873,-0.348314,0.0241807,-0.00661574,0.355034,-0.00192008,0.0209608,0.0773291,-0.0475306,0.0268881,-0.00607597
1403638131495097088,0.585547,-0.0105684,-0.809921,0.0324091,0.0414635,0.0300202,-0.378614,0.0242137,-0.00764465,0.338062,-0.00185222,0.0211684,0.0774488,-0.0474056,0.028105,-0.00652971
1403638131545096960,0.583161,-0.00995816,-0.811697,0.0311764,0.0372747,0.0181515,-0.40029,0.0241933,-0.00472027,0.324015,-0.0019656,0.0213857,0.0772023,-0.0496252,0.0280641,-0.00593479
1403638131595097088,0.580511,-0.00893841,-0.813645,0.0301408,0.0391751,0.031242,-0.417856,0.0258822,-0.00250245,0.299627,-0.00208454,0.0211696,0.0771759,-0.0483935,0.0278621,-0.00817033
1403638131645096960,0.578861,-0.00677999,-0.814893,0.0287083,0.0335203,0.0257687,-0.420209,0.0276847,-0.00379008,0.278893,-0.00185316,0.0209611,0.0771532,-0.0485191,0.0288031,-0.00869198
1403638131695097088,0.579002,-0.00555218,-0.814875,0.0265385,0.0414883,0.0338301,-0.440301,0.0289716,-0.00440825,0.256339,-0.00166652,0.0208892,0.0770026,-0.0478486,0.0298312,-0.00961972
1403638131745096960,0.578862,-0.00436337,-0.815038,0.0247517,0.0367804,0.0258978,-0.441579,0.0298637,-0.00192783,0.236006,-0.00161788,0.0210274,0.0768877,-0.0486339,0.0296086,-0.00904573
1403638131795097088,0.578599,-0.00146887,-0.815375,0.0196036,0.047519,0.0411288,-0.438431,0.030991,-0.000955122,0.213735,-0.00166472,0.0209292,0.0766369,-0.048257,0.03077,-0.00987484
1403638131845096960,0.577088,0.00105396,-0.816558,0.0142014,0.0452134,0.0241231,-0.425567,0.0337188,0.00146078,0.192315,-0.00169385,0.020973,0.0765615,-0.0485205,0.0305141,-0.00920982
1403638131895097088,0.576646,0.00216898,-0.816923,0.0105553,0.0501498,0.0384376,-0.399057,0.0341704,0.00420027,0.166799,-0.00181553,0.0207542,0.0765725,-0.047734,0.0305186,-0.0102879
1403638131945096960,0.57599,0.00350477,-0.817406,0.00835961,0.0351594,0.0128614,-0.330829,0.0353148,0.00470698,0.151954,-0.00193203,0.0210766,0.0764788,-0.0476002,0.0313715,-0.00884569
1403638131995097088,0.573354,0.00854841,-0.819253,0.00404332,0.0202038,0.0106153,-0.238192,0.0359464,0.00436103,0.142482,-0.00182851,0.0213186,0.0766237,-0.0490827,0.0305748,-0.00853388
1403638132045096960,0.569759,0.0164883,-0.821646,-0.000315539,0.0137641,-0.00933328,-0.140942,0.0376751,0.00518983,0.127456,-0.00189994,0.0210577,0.0765955,-0.0482875,0.0298943,-0.0105851
1403638132095097088,0.564177,0.0242863,-0.825283,-0.00473267,0.000411943,-0.0166123,-0.00182705,0.0373856,0.00422786,0.126779,-0.00187139,0.0211981,0.0765882,-0.0497151,0.0296897,-0.00847307
1403638132145096960,0.561764,0.0299248,-0.826733,-0.00617922,-0.00167008,-0.0171103,0.158407,0.0373936,0.0106977,0.124919,-0.00211957,0.0208987,0.0766149,-0.0470635,0.0284138,-0.0105974
1403638132195097088,0.562983,0.0309277,-0.825875,-0.00482687,-0.00404051,-0.01671,0.309126,0.03613,0.0100997,0.136166,-0.00207704,0.0209287,0.076555,-0.0465748,0.0287112,-0.0116445
1403638132245096960,0.568626,0.0278276,-0.822125,0.000360197,-0.000440465,-0.0132521,0.430327,0.037071,0.00899104,0.154797,-0.00198587,0.0207828,0.0766221,-0.0456202,0.0251932,-0.00713409
1403638132295097088,0.575219,0.0237247,-0.817623,0.00725046,-0.000957186,-0.0304655,0.511762,0.0367202,0.0077858,0.176879,-0.00202222,0.0208147,0.0766697,-0.0451309,0.0251348,-0.00781629
1403638132345096960,0.579708,0.0215063,-0.814465,0.011116,-0.000247908,-0.0267375,0.551182,0.0355539,0.00680813,0.205519,-0.00193288,0.0209482,0.0766047,-0.0458039,0.0247204,-0.00727228
1403638132395097088,0.581604,0.0185123,-0.813019,0.0198563,-0.00452777,-0.0493793,0.574423,0.0360038,0.0048397,0.234353,-0.00194823,0.0209045,0.0766947,-0.0468271,0.024454,-0.00640699
1403638132445096960,0.585821,0.0148483,-0.809808,0.0283645,-0.00128093,-0.0213967,0.589269,0.0351463,0.00604844,0.260152,-0.00211285,0.0207999,0.0766592,-0.0460234,0.0240856,-0.00754615
1403638132495097088,0.592741,0.00783294,-0.804401,0.0391923,0.000890542,-0.031299,0.583792,0.033188,0.00111192,0.289866,-0.00193807,0.0208678,0.0765881,-0.0457512,0.0213194,-0.00398036
1403638132545096960,0.602212,0.00024439,-0.796843,0.0488034,-0.000101839,-0.0291632,0.554551,0.0351898,-0.00603329,0.317714,-0.00167817,0.0208831,0.0767166,-0.0449003,0.0220425,-0.0041649
1403638132595097088,0.610566,-0.00600358,-0.789877,0.057154,-0.0111501,-0.0612251,0.498807,0.0338451,-0.00725351,0.342764,-0.00173569,0.0208578,0.0768023,-0.0450417,0.0218276,-0.00434889
1403638132645096960,0.613733,-0.0093679,-0.787033,0.0618306,-0.0117549,-0.0925165,0.414578,0.0363793,-0.0145941,0.365355,-0.00153104,0.0208276,0.0768608,-0.0451168,0.0219674,-0.0032879
1403638132695097088,0.609981,-0.00971429,-0.789788,0.0637562,-0.0076336,-0.109482,0.318732,0.0360711,-0.0169295,0.383975,-0.00157706,0.0207988,0.0768726,-0.0458411,0.0213993,-0.00322001
1403638132745096960,0.604762,-0.00985853,-0.793664,0.0652878,-0.0121368,-0.126396,0.263169,0.0310882,-0.0262892,0.396315,-0.00154095,0.0207148,0.0766269,-0.0457933,0.0196181,-0.00105987
1403638132795097088,0.602347,-0.0114614,-0.795409,0.0661128,0.0112356,-0.119247,0.193114,0.0328852,-0.0330873,0.412267,-0.00158588,0.0208986,0.0766973,-0.0463635,0.0199847,0.000216595
1403638132845096960,0.605831,-0.0141127,-0.79251,0.0685305,0.0245934,-0.0842256,0.117328,0.0341535,-0.0345259,0.419244,-0.00171812,0.0208561,0.0766674,-0.0458988,0.0194419,-5.1553e-05
1403638132895097088,0.611467,-0.0195299,-0.787731,0.0721604,0.0191754,-0.0625396,0.0319775,0.0342481,-0.0358882,0.424879,-0.0018304,0.020977,0.0766736,-0.0462844,0.0191296,9.48283e-05
1403638132945096960,0.6168,-0.0218789,-0.783108,0.0762961,0.0195756,-0.0123152,-0.0493399,0.0366484,-0.0342114,0.420803,-0.00193676,0.0207982,0.0767182,-0.0453657,0.0185504,-0.000209727
1403638132995097088,0.619431,-0.0198292,-0.780823,0.0789134,0.00177442,0.0209052,-0.12658,0.0363756,-0.0294626,0.413955,-0.0020396,0.0207144,0.0766852,-0.0451055,0.0176942,-0.000944762
1403638133045096960,0.61777,-0.0128258,-0.782593,0.0757943,0.00257197,0.0927842,-0.182521,0.0370309,-0.0281152,0.406054,-0.00199972,0.0207294,0.0767284,-0.0452732,0.0179132,-0.000776759
1403638133095097088,0.614174,-0.0054812,-0.786086,0.069496,-0.0103256,0.135004,-0.216554,0.0373839,-0.0212168,0.398271,-0.00202742,0.0207791,0.076716,-0.0464012,0.017704,-1.96986e-05
1403638133145096960,0.610836,-0.00276734,-0.789084,0.0649473,-0.00820485,0.199182,-0.233091,0.0366939,-0.0138674,0.385647,-0.00196851,0.0207674,0.0767019,-0.0461562,0.017714,-0.000286845
1403638133195097088,0.609606,-0.00404761,-0.790575,0.0579244,-0.00491891,0.254761,-0.229991,0.0362628,-0.00797073,0.377399,-0.00177802,0.0208364,0.0767085,-0.0469009,0.0184937,0.000147599
1403638133245096960,0.609377,-0.00880334,-0.791101,0.0523541,0.0053008,0.308573,-0.233736,0.0348521,0.0136659,0.367737,-0.00193658,0.0209345,0.0766712,-0.0469794,0.0174083,7.06697e-05
1403638133295097088,0.608902,-0.013972,-0.791967,0.0427978,0.0258197,0.368108,-0.250567,0.0366738,0.0313836,0.350564,-0.00192971,0.0207652,0.0766483,-0.0462857,0.0172406,-0.000915992
1403638133345096960,0.605327,-0.0176258,-0.795048,0.034182,0.0359833,0.404763,-0.259284,0.038787,0.0547304,0.34028,-0.00201224,0.0208724,0.0766008,-0.0463328,0.0168767,-0.000529462
1403638133395097088,0.601597,-0.0213548,-0.798113,0.0253275,0.064952,0.427722,-0.243788,0.0396033,0.0709251,0.325557,-0.00191062,0.0208479,0.0766717,-0.045854,0.0174347,-0.000876975
1403638133445096960,0.598576,-0.0270839,-0.800481,0.0142643,0.0863652,0.450131,-0.212862,0.0449613,0.0900485,0.31239,-0.00178823,0.0208096,0.0765658,-0.0454885,0.0179118,-0.000830962
1403638133495097088,0.597218,-0.0357718,-0.801259,0.00588329,0.11761,0.46294,-0.19536,0.0503901,0.11216,0.306645,-0.001725,0.02094,0.0765521,-0.0462091,0.0180973,-8.77416e-05
1403638133545096960,0.596447,-0.0473102,-0.801257,4.67531e-05,0.133483,0.443632,-0.184143,0.055774,0.136279,0.295544,-0.00175675,0.020909,0.0764971,-0.0457093,0.0179973,-0.000950354
1403638133595097088,0.593928,-0.058203,-0.802408,-0.00159671,0.161047,0.439299,-0.184787,0.0632247,0.159778,0.289886,-0.0017239,0.0209344,0.0764693,-0.046608,0.0179446,-0.000194789
1403638133645096960,0.590824,-0.0678881,-0.803938,-0.00130753,0.162797,0.380697,-0.182278,0.0649211,0.176593,0.278965,-0.00160513,0.0209186,0.0764374,-0.0461025,0.018461,-0.00140886
1403638133695097088,0.587609,-0.0760062,-0.805563,-0.00270382,0.182453,0.382809,-0.175078,0.0721309,0.199235,0.27111,-0.00172429,0.0209443,0.0763691,-0.0463512,0.018039,-0.00129766
