time, q_w, q_x, q_y, q_z, v_x, v_y, v_z, p_x, p_y, p_z, b_w_x, b_w_y, b_w_z, b_a_x, b_a_y, b_a_z
1403637131738319104,0.614509,-0.0701434,-0.785781,-0.0025816,0.0116022,0.017022,-0.000937894,-0.00321429,-0.00377985,-0.00364424,0.00212874,0.00805519,0.0415239,-0.0292717,0.0017265,0.00830324
1403637131788318976,0.614452,-0.069113,-0.785915,-0.00314436,0.0117232,-0.00145026,-0.00402182,-0.00200452,-0.00459158,-0.00377988,0.00178782,0.00883751,0.0447382,-0.025237,0.00168313,0.00873807
1403637131838319104,0.614089,-0.0687871,-0.786229,-0.00263492,0.00404049,0.00944484,-0.00475004,-0.00194329,-0.00459155,-0.00400155,0.00102573,0.00954806,0.047318,-0.0245667,0.00113337,0.00313835
1403637131888318976,0.614229,-0.068166,-0.786173,-0.00292597,0.00752681,0.0122609,-0.00500525,-0.00284836,-0.00377325,-0.00444228,0.00051772,0.00973249,0.0502718,-0.0254128,0.000677631,0.00297368
1403637131938319104,0.613355,-0.0660749,-0.787035,-0.00220275,-0.0078451,0.0118503,-0.00509433,-0.00738624,-0.00213619,-0.00469281,-0.0015122,0.0117258,0.0559936,-0.0246593,-0.000399293,0.000745575
1403637131988318976,0.613333,-0.0648818,-0.787149,-0.00307065,-0.00550146,0.00667674,-0.00380107,-0.00316936,-0.00288556,-0.00465628,-0.00130342,0.0121071,0.0589512,-0.0250053,-0.000348624,0.00281298
1403637132038319104,0.613113,-0.0637272,-0.787409,-0.00424032,0.0115385,0.00991402,0.00493952,-0.00213994,-0.00370641,-0.00402144,-0.000668805,0.0133085,0.0622355,-0.0280424,-0.000322217,0.00854164
1403637132088318976,0.612561,-0.0617933,-0.787994,-0.00410007,0.000536212,0.00598311,0.00269992,-0.00262318,-0.00242578,-0.00308443,-0.00158373,0.0163429,0.0690035,-0.0285949,-0.000338018,0.0132327
1403637132138319104,0.611754,-0.0600326,-0.788747,-0.00557686,-0.00434992,0.00552199,0.00185219,0.000200938,-0.000980492,-0.00110067,-0.00105655,0.0183733,0.0747327,-0.0235033,-0.000356118,0.0122488
1403637132188318976,0.61175,-0.0598669,-0.788764,-0.00544572,-0.000103058,-0.00555013,0.00134049,-0.000420087,-0.000925554,-0.000451511,-0.000706661,0.0192486,0.076783,-0.0255049,0.000338306,0.0125106
1403637132238319104,0.611913,-0.0594407,-0.788669,-0.00556212,0.00305775,0.00399658,0.00135644,-0.000859001,-0.000849545,-0.000239368,-0.000759862,0.0196848,0.0776075,-0.023951,0.000720832,0.0110277
1403637132288318976,0.611736,-0.0594461,-0.788805,-0.00565653,-0.00354031,-0.00379131,-0.000444326,-0.000810751,-0.000960136,-0.000274813,-0.000611415,0.0197649,0.0773813,-0.0215607,0.000701271,0.00988159
1403637132338319104,0.611984,-0.059793,-0.788586,-0.00568895,0.00373292,-0.0045913,-0.00128861,-0.000213462,-0.000985509,-0.00022718,-0.000493802,0.0196652,0.077093,-0.0225273,0.000942678,0.00949163
1403637132388318976,0.612091,-0.0598969,-0.788503,-0.00445129,0.00263658,0.000933952,-0.000665149,0.00024263,-0.000724133,-0.000207088,-0.0010801,0.0198409,0.077306,-0.0216975,0.00102699,0.00894703
1403637132438319104,0.611833,-0.0592253,-0.788751,-0.00488832,-0.00146389,0.00617902,0.000880125,-0.000666246,0.000134607,-9.97423e-05,-0.00134308,0.0201146,0.0778057,-0.0214698,0.00105054,0.00862576
1403637132488318976,0.612329,-0.0591226,-0.788372,-0.00523414,0.0133884,-0.00444783,-0.000133641,8.11692e-05,-0.000444739,7.98426e-06,-0.00128486,0.0201805,0.0774735,-0.0227534,0.00111588,0.00943111
1403637132538319104,0.611773,-0.0591418,-0.788803,-0.00508365,-0.00364161,0.00213555,0.000194001,-0.00144745,-4.45659e-05,0.000228953,-0.00135786,0.0202772,0.07743,-0.0225113,0.00128089,0.00808214
1403637132588318976,0.61142,-0.0587169,-0.789102,-0.00592076,-0.00785576,0.00417129,0.001752,0.000214692,-0.000667361,0.000511203,-0.00116477,0.0205023,0.0779367,-0.0246501,0.00146038,0.00809105
1403637132638319104,0.611569,-0.0590773,-0.788959,-0.00601523,-0.00750042,-0.00591637,0.000857813,0.000364799,-0.00158011,0.000352533,-0.00104177,0.0204445,0.077249,-0.0223375,0.00129503,0.0072821
1403637132688318976,0.61168,-0.0590997,-0.788879,-0.00505451,-0.00850881,-0.00651394,0.00248935,-0.00031628,-0.000325812,4.44766e-05,-0.00153713,0.0202664,0.0776235,-0.0239147,0.00145612,0.00731252
1403637132738319104,0.611859,-0.0593938,-0.78872,-0.0047608,-0.00510494,-0.00336073,-0.000297091,-0.000619936,-0.000517189,0.000103588,-0.0015319,0.0200994,0.0773665,-0.021633,0.00135544,0.00678863
1403637132788318976,0.612437,-0.0596167,-0.788254,-0.00462652,0.00468546,0.00725212,-0.00169462,0.00132856,-0.000846954,-0.000493748,-0.00154419,0.0197463,0.0771094,-0.0191249,0.00120046,0.00632945
1403637132838319104,0.612237,-0.0596537,-0.788406,-0.00487641,-0.000489871,-0.000778151,0.000700872,-0.000660904,-0.000482679,-5.25093e-05,-0.0013777,0.0196783,0.0771046,-0.021067,0.00142681,0.00615728
1403637132888318976,0.612772,-0.0597706,-0.787981,-0.00483958,0.00436061,-0.00208692,0.00350746,-0.00124316,-0.000195923,2.64039e-05,-0.0015068,0.0194031,0.07753,-0.0220764,0.00150305,0.00636285
1403637132938319104,0.612525,-0.0597085,-0.788175,-0.00536323,-0.00823078,0.00125146,-0.00181191,-0.00112219,-0.000418361,-0.000136731,-0.00147419,0.0193108,0.0774161,-0.01888,0.00133634,0.00466573
1403637132988318976,0.611498,-0.0609401,-0.788884,-0.00431484,-0.0461354,-0.0160852,-0.00823405,-0.0165348,-0.0149661,0.000935531,-0.00161834,0.0189976,0.0771253,-0.0167718,0.0012709,0.00204087
1403637133038319104,0.612333,-0.0613421,-0.788208,-0.00370074,-0.00769152,0.00762013,-0.000544865,0.000295171,-0.000903285,-0.00190152,-0.00190863,0.0184727,0.0770436,-0.02271,0.00173194,0.00515518
1403637133088318976,0.613058,-0.0604546,-0.787711,-0.00412066,0.0220718,0.00245957,0.0170778,-0.000244071,-8.92796e-05,-0.00081571,-0.00198759,0.0186065,0.0771826,-0.0230571,0.00176288,0.0058746
1403637133138319104,0.61435,-0.0605792,-0.786702,-0.00187436,0.0277671,0.00093439,0.0178982,0.000434107,-0.000242869,-0.000605915,-0.0020277,0.0182701,0.0770333,-0.0245094,0.00186386,0.00587361
1403637133188318976,0.614729,-0.0605536,-0.786405,-0.00302316,0.0179082,0.0172882,0.0248374,0.00136809,-0.000218472,-0.000119373,-0.00194178,0.0179709,0.0763871,-0.0241244,0.00184511,0.00564585
1403637133238319104,0.614575,-0.0596241,-0.786573,-0.00680767,0.0206014,0.0112743,0.0246528,0.00214406,0.00052931,0.000896531,-0.00193448,0.017967,0.0763756,-0.0241115,0.00184481,0.00563788
1403637133288318976,0.613953,-0.0588312,-0.78709,-0.00950066,0.0285244,0.00914463,0.0463178,0.00323229,0.00115266,0.00272963,-0.00193026,0.0179067,0.0762554,-0.024241,0.00185749,0.00556707
1403637133338319104,0.612987,-0.0589407,-0.787811,-0.0112479,0.0332819,0.0167929,0.0838932,0.00471153,0.00176331,0.00589288,-0.00192996,0.0179037,0.0762497,-0.0242434,0.00185789,0.00556277
1403637133388318976,0.611436,-0.0612284,-0.788796,-0.0140641,0.0355873,0.0202106,0.099547,0.00641843,0.00276513,0.0106785,-0.00192996,0.0179037,0.0762497,-0.0242434,0.00185789,0.00556277
1403637133438319104,0.609029,-0.0634239,-0.790454,-0.0156133,0.0343672,0.00348845,0.0751653,0.00793088,0.0035708,0.0150842,-0.00192792,0.0178655,0.0761863,-0.0242543,0.00186126,0.00549897
1403637133488318976,0.605654,-0.0643332,-0.792994,-0.014299,0.0360343,0.0126549,0.044974,0.00967624,0.00330663,0.0180067,-0.00189659,0.017805,0.0761055,-0.0242699,0.00186479,0.00537284
1403637133538319104,0.601735,-0.0670704,-0.79574,-0.0146763,0.0229887,0.0303954,0.024467,0.0108807,0.00443398,0.0200384,-0.0018331,0.0176997,0.076013,-0.025057,0.00190963,0.00538961
1403637133588318976,0.598006,-0.0698505,-0.798303,-0.0148907,0.0317797,0.0443689,0.0428726,0.0122402,0.00617049,0.0215001,-0.00183121,0.017697,0.0760108,-0.0250769,0.00191097,0.00538957
1403637133638319104,0.595419,-0.0721479,-0.800004,-0.0163007,0.0460954,0.0471657,0.0680661,0.0139865,0.00831945,0.02447,-0.00179628,0.0176655,0.0759877,-0.0254838,0.00194262,0.00543837
1403637133688318976,0.593896,-0.0729459,-0.800999,-0.0191645,0.0599113,0.0522448,0.135146,0.0162801,0.0108129,0.0297183,-0.00176161,0.0176233,0.0759507,-0.025893,0.00196883,0.00547567
1403637133738319104,0.593376,-0.0740244,-0.801234,-0.0212133,0.0741561,0.0452897,0.20069,0.0196109,0.0132068,0.038022,-0.00175741,0.0176191,0.0759497,-0.0259251,0.00197089,0.00547894
1403637133788318976,0.593361,-0.075814,-0.801012,-0.0235498,0.0693237,0.0407507,0.265588,0.0232333,0.0149808,0.0497886,-0.0017253,0.0175826,0.0759667,-0.0260926,0.00198675,0.0054745
1403637133838319104,0.592031,-0.0793699,-0.801534,-0.0272496,0.054199,0.0419921,0.360319,0.0261748,0.0169772,0.0654107,-0.00170796,0.0175621,0.075987,-0.0262043,0.00199587,0.00548141
1403637133888318976,0.589424,-0.0835909,-0.802911,-0.0304238,0.0488025,0.0309803,0.460618,0.0287656,0.0188999,0.0857863,-0.00170677,0.0175609,0.0759887,-0.0262098,0.00199678,0.00548177
1403637133938319104,0.587056,-0.0872701,-0.8042,-0.0318186,0.050808,0.0210462,0.553729,0.0312655,0.0200681,0.111286,-0.00169926,0.0175522,0.0760015,-0.026244,0.00200321,0.00548109
1403637133988318976,0.585694,-0.0896183,-0.804802,-0.0350131,0.0623188,0.0137041,0.615375,0.0339906,0.0207756,0.140691,-0.00169016,0.0175439,0.0760181,-0.0262834,0.0020158,0.0054808
1403637134038319104,0.585196,-0.0906664,-0.804886,-0.0385242,0.0386612,-0.00114855,0.645866,0.0274094,0.0187377,0.177258,-0.00138676,0.0187893,0.0771428,-0.0320699,0.00945754,-0.00445657
1403637134088318976,0.584584,-0.0902398,-0.805068,-0.0445502,0.0180271,-0.0105003,0.658679,0.0202161,0.0172025,0.216122,-0.00138322,0.020896,0.0782442,-0.0394088,0.017581,-0.0204503
1403637134138319104,0.584396,-0.0901567,-0.804802,-0.0514415,0.00846226,-0.00639165,0.656778,0.020164,0.0174295,0.251312,-0.00157644,0.0216497,0.0785765,-0.0402055,0.0164444,-0.0174951
1403637134188318976,0.5858,-0.0901565,-0.803264,-0.0589762,-0.00323632,-0.0153711,0.655621,0.0212172,0.0163035,0.282863,-0.00142048,0.0212938,0.0785696,-0.0387909,0.0170202,-0.0144216
1403637134238319104,0.589821,-0.0906725,-0.799672,-0.0664481,0.00107204,-0.0252522,0.617904,0.0208979,0.0154696,0.315145,-0.00122576,0.0214138,0.07837,-0.0391285,0.0160621,-0.015518
1403637134288318976,0.59582,-0.0906471,-0.79498,-0.069202,0.000156398,-0.0234473,0.554421,0.021148,0.0150871,0.344902,-0.00135058,0.0213336,0.078127,-0.0392945,0.0139094,-0.0149905
1403637134338319104,0.602658,-0.0906407,-0.789678,-0.0706782,0.00586286,-0.0145816,0.469084,0.0211265,0.0140373,0.366929,-0.00112965,0.0209716,0.0773032,-0.0366023,0.0110836,-0.0126316
1403637134388318976,0.609469,-0.0908118,-0.784299,-0.0719476,-0.00288938,-0.00541508,0.335349,0.020266,0.0135282,0.387247,-0.00103427,0.0211947,0.0773348,-0.0370255,0.0114954,-0.0147342
1403637134438319104,0.614621,-0.0936645,-0.77987,-0.0726044,-0.00666878,-0.0107974,0.199953,0.0204499,0.0127549,0.402666,-0.000941975,0.0213191,0.0775031,-0.0381667,0.0131289,-0.014782
1403637134488318976,0.617899,-0.0977202,-0.777023,-0.0699011,-0.0188305,0.00468698,0.0135823,0.0194911,0.0133367,0.406202,-0.000961642,0.0213913,0.0772425,-0.036571,0.0111712,-0.0126623
1403637134538319104,0.61791,-0.100881,-0.776731,-0.0685481,-0.0309672,0.0163653,-0.151879,0.0168986,0.0142942,0.405605,-0.00115559,0.0218734,0.0773601,-0.0389968,0.0120484,-0.0163397
1403637134588318976,0.615493,-0.102516,-0.77842,-0.068718,-0.0287182,0.0512107,-0.324901,0.0173047,0.0166127,0.394758,-0.00120458,0.0215506,0.0771887,-0.038874,0.0103634,-0.0129151
1403637134638319104,0.611058,-0.102356,-0.781785,-0.0703106,-0.0264578,0.0524819,-0.473615,0.0185454,0.0185023,0.377723,-0.00128464,0.0209055,0.0772106,-0.038977,0.0108383,-0.00716858
1403637134688318976,0.604796,-0.101385,-0.786679,-0.0712663,-0.0332568,0.0623671,-0.626527,0.0150779,0.0227901,0.349298,-0.00145881,0.0211431,0.0771647,-0.0393075,0.00953104,-0.00990669
1403637134738319104,0.596936,-0.100199,-0.792973,-0.0694373,-0.0316211,0.0530448,-0.716358,0.0127325,0.0267908,0.315247,-0.00130938,0.0211753,0.0770025,-0.0390015,0.0061046,-0.00859492
1403637134788318976,0.587391,-0.0987075,-0.800479,-0.0668035,-0.0170457,0.0323944,-0.771536,0.0115821,0.0289009,0.278114,-0.00120211,0.0211592,0.0770486,-0.0392367,0.00649265,-0.00908663
1403637134838319104,0.576876,-0.0996389,-0.80833,-0.0623662,0.00597417,0.0248961,-0.779206,0.0104133,0.0312636,0.239656,-0.00115234,0.0212784,0.0769489,-0.0399115,0.00543077,-0.0105394
1403637134888318976,0.56649,-0.100557,-0.815893,-0.0574032,0.0227084,0.00627342,-0.744329,0.0115896,0.0326725,0.201666,-0.00114475,0.0213234,0.0768701,-0.0400105,0.00421545,-0.0105905
1403637134938319104,0.558003,-0.103573,-0.821639,-0.0530522,0.0270218,0.00409872,-0.670391,0.0134351,0.033835,0.166575,-0.00125166,0.0214448,0.0767083,-0.0402365,0.00292948,-0.0107628
1403637134988318976,0.55309,-0.105736,-0.825,-0.0478202,0.0393271,-0.00531736,-0.58091,0.0151644,0.0343989,0.136712,-0.0014141,0.021609,0.0768141,-0.0408054,0.00305214,-0.0110604
1403637135038319104,0.55069,-0.107064,-0.826585,-0.0451101,0.0316273,0.000715612,-0.474204,0.0174429,0.0351052,0.10951,-0.00141219,0.0213926,0.0767451,-0.0407498,-0.000252092,-0.011166
1403637135088318976,0.549075,-0.107921,-0.827651,-0.043172,0.036833,0.00792354,-0.370308,0.0189764,0.0349276,0.0886991,-0.00144403,0.0213494,0.0767638,-0.0407306,0.000244296,-0.0109788
1403637135138319104,0.546744,-0.106929,-0.829317,-0.0432375,0.0382372,0.00629912,-0.251167,0.0220276,0.0353645,0.0736859,-0.00141091,0.0211477,0.076752,-0.0407525,-0.00104602,-0.00912146
1403637135188318976,0.542747,-0.105759,-0.832038,-0.0441917,0.0361837,0.00499734,-0.108826,0.0244214,0.035292,0.0644431,-0.00128741,0.0210807,0.0767306,-0.0404109,-0.000766281,-0.00834017
1403637135238319104,0.53613,-0.104802,-0.836398,-0.0449416,0.0206373,0.0165488,0.0845151,0.0262305,0.0356968,0.0647387,-0.00135162,0.021132,0.0766994,-0.0404686,-0.00157659,-0.00652662
1403637135288318976,0.530223,-0.105035,-0.840087,-0.0456576,-7.67239e-05,0.0192645,0.303755,0.0280104,0.0356153,0.0763749,-0.00131285,0.0211391,0.0767854,-0.0411151,-0.000461182,-0.00564986
1403637135338319104,0.528424,-0.105635,-0.841059,-0.0472229,-0.0176319,0.0186924,0.506795,0.0285338,0.0350994,0.0996771,-0.00133642,0.0212436,0.0769038,-0.0421225,0.00130225,-0.00539726
1403637135388318976,0.531762,-0.105458,-0.838809,-0.0500819,-0.0347294,0.0228974,0.668144,0.0262595,0.0358708,0.129826,-0.00137704,0.0212804,0.0769436,-0.0425714,0.00199692,-0.00605013
1403637135438319104,0.539037,-0.103888,-0.834055,-0.0547534,-0.0402028,0.0234905,0.77315,0.0246235,0.0370713,0.166006,-0.0014341,0.0212883,0.0769645,-0.0410564,-0.00168514,-0.000115771
1403637135488318976,0.54856,-0.101649,-0.827671,-0.0609138,-0.0442243,0.0180065,0.855713,0.0229866,0.0380307,0.206744,-0.00152645,0.0211944,0.0769701,-0.0406906,-0.0014634,0.000834953
1403637135538319104,0.558576,-0.0998335,-0.820803,-0.0656416,-0.0430903,0.0111484,0.872498,0.0201393,0.0373455,0.247914,-0.00141794,0.0210827,0.0769955,-0.0398602,-0.000209364,0.00108942
1403637135588318976,0.567212,-0.0987941,-0.814455,-0.0719223,-0.0447345,0.00186065,0.862418,0.0177021,0.0360583,0.29092,-0.00125856,0.0210601,0.076956,-0.0396222,0.00084948,0.000959869
1403637135638319104,0.575451,-0.099714,-0.808084,-0.0769,-0.0426679,-0.00284684,0.841277,0.0198938,0.0345288,0.335161,-0.00127147,0.0210148,0.0769557,-0.0393174,0.00119778,0.00383309
1403637135688318976,0.584137,-0.100724,-0.801431,-0.079674,-0.0259134,-0.0141474,0.757954,0.0208743,0.0368973,0.374805,-0.0017415,0.0208498,0.0770001,-0.0380085,-0.00350223,0.00840893
1403637135738319104,0.592078,-0.102682,-0.795398,-0.0790002,-0.0153094,-0.0147864,0.659248,0.0197733,0.037737,0.409715,-0.00196595,0.0208084,0.0769924,-0.0377004,-0.00491642,0.00870044
1403637135788318976,0.598862,-0.104933,-0.790216,-0.0768878,-0.00281462,-0.0176364,0.494537,0.0196477,0.0359082,0.437809,-0.00186485,0.0207514,0.0770285,-0.0370528,-0.00581528,0.0100147
1403637135838319104,0.603317,-0.106465,-0.786754,-0.0754396,-0.00728481,0.00451105,0.317409,0.0177091,0.0372759,0.45789,-0.00204263,0.0208476,0.0770515,-0.0375411,-0.00653995,0.00807251
1403637135888318976,0.605888,-0.10851,-0.784658,-0.0737297,-0.0170296,0.0169661,0.114028,0.0166485,0.0377423,0.469025,-0.00192784,0.020893,0.0770029,-0.0378242,-0.00675028,0.00739053
1403637135938319104,0.605864,-0.109925,-0.784505,-0.0734697,-0.0284338,0.0127187,-0.0947598,0.0134661,0.0389446,0.471062,-0.00208016,0.0209862,0.0770399,-0.0389688,-0.00656843,0.00579375
1403637135988318976,0.60374,-0.110122,-0.78621,-0.0724227,-0.0321423,0.0134856,-0.284514,0.0102444,0.0388326,0.464189,-0.00198121,0.0210989,0.0769144,-0.0379885,-0.00975895,0.0128768
1403637136038319104,0.60068,-0.108997,-0.788766,-0.071777,-0.0393631,-0.00151692,-0.479155,0.00853314,0.0398101,0.445995,-0.0021405,0.0211203,0.0769353,-0.0383956,-0.0103756,0.0129197
1403637136088318976,0.596487,-0.10782,-0.792006,-0.0728327,-0.0545764,0.00668497,-0.627041,0.00534055,0.0409467,0.42067,-0.0020956,0.0211613,0.076877,-0.0394893,-0.0112451,0.012091
1403637136138319104,0.591551,-0.108316,-0.795644,-0.0727019,-0.0484902,0.0120206,-0.755656,0.00327274,0.0410126,0.387474,-0.00212391,0.0212242,0.0768927,-0.0398436,-0.0111877,0.0125131
1403637136188318976,0.584598,-0.106998,-0.800719,-0.0751411,-0.0387027,-0.00472316,-0.831506,0.00269192,0.0411488,0.349058,-0.00206591,0.0212098,0.07694,-0.0399671,-0.011384,0.0135527
1403637136238319104,0.576575,-0.108293,-0.806452,-0.0739469,-0.0148896,-0.00902387,-0.850879,0.00124392,0.0403888,0.307619,-0.00198233,0.0212162,0.0769356,-0.0401635,-0.011098,0.0134608
1403637136288318976,0.566386,-0.10832,-0.813743,-0.0727819,0.000750043,-0.0129402,-0.841022,-0.000245031,0.0407907,0.264292,-0.00202575,0.0212752,0.0769442,-0.0403453,-0.011533,0.0122945
1403637136338319104,0.555559,-0.109943,-0.821071,-0.0714795,0.0307243,-0.0156727,-0.797753,0.000310319,0.0399404,0.223251,-0.00198449,0.0213266,0.0769368,-0.0402737,-0.011429,0.0123448
1403637136388318976,0.545247,-0.111678,-0.82806,-0.0674553,0.0555538,-0.0149958,-0.732437,0.0024523,0.0392178,0.18464,-0.00195729,0.0213659,0.0768374,-0.0402528,-0.011765,0.0121903
1403637136438319104,0.535383,-0.112801,-0.834645,-0.0633035,0.0642633,-0.0230648,-0.639965,0.00539883,0.0381283,0.149923,-0.00189465,0.0214001,0.0767642,-0.0401928,-0.0119338,0.0122751
1403637136488318976,0.52751,-0.115139,-0.839772,-0.0570883,0.066503,-0.0174512,-0.476213,0.0095692,0.0360117,0.121433,-0.00181966,0.0214089,0.0766672,-0.0401574,-0.0116778,0.0119444
1403637136538319104,0.521793,-0.117349,-0.843349,-0.0521853,0.0617133,-0.0189741,-0.299856,0.0133897,0.0338437,0.101361,-0.00170996,0.0213885,0.0766989,-0.0400341,-0.0106329,0.0119321
1403637136588318976,0.517715,-0.117981,-0.845897,-0.0501012,0.0430554,-0.00596453,-0.117803,0.0154032,0.0335705,0.0906816,-0.00181344,0.0213991,0.0766965,-0.0378165,-0.0145715,0.0198925
1403637136638319104,0.515162,-0.117244,-0.847555,-0.0501199,0.025987,0.00408954,0.0985718,0.0170959,0.0336241,0.0903329,-0.00183004,0.0214158,0.0766927,-0.0373663,-0.0156374,0.0218305
1403637136688318976,0.513711,-0.115369,-0.848595,-0.0517419,0.013076,0.00668598,0.332405,0.017854,0.0341384,0.101428,-0.00185378,0.0214342,0.0767086,-0.037582,-0.0156787,0.0217852
1403637136738319104,0.5142,-0.11537,-0.848328,-0.05127,0.0017684,-3.84168e-05,0.546303,0.0181355,0.0343075,0.123783,-0.00185715,0.02144,0.0767116,-0.0374149,-0.0161533,0.022631
1403637136788318976,0.516643,-0.114608,-0.846905,-0.0519236,-0.00619108,0.00398125,0.741496,0.016573,0.0348108,0.159085,-0.00185979,0.0214649,0.0767721,-0.0384371,-0.016024,0.0225566
1403637136838319104,0.52304,-0.113004,-0.843135,-0.0527478,-0.00717347,0.0108955,0.868936,0.016487,0.0349375,0.200488,-0.00186853,0.0214197,0.0767518,-0.0385631,-0.0160592,0.0230169
1403637136888318976,0.531899,-0.111697,-0.837517,-0.0563242,-0.0222095,0.0229162,0.959746,0.0162532,0.0351118,0.247139,-0.00180686,0.0214277,0.07678,-0.0384343,-0.0155779,0.0237942
1403637136938319104,0.541824,-0.112337,-0.830783,-0.0600557,-0.0207997,0.0372909,0.991117,0.0160034,0.0358567,0.296555,-0.00176728,0.0214521,0.0767611,-0.0383043,-0.0150266,0.0247037
