time, q_w, q_x, q_y, q_z, p_x, p_y, p_z
1403638567027829504,0.54224,-0.045189,-0.838681,-0.023386,-7.55067,-1.556,1.53066
1403638567477829376,0.584214,-0.0397594,-0.809923,-0.0337512,-7.07287,-0.966674,1.1154
1403638567927829504,0.563715,-0.0459117,-0.823795,-0.0384583,-6.61527,-0.477961,0.79315
1403638568827829504,0.557369,-0.0435189,-0.827816,-0.0465518,-5.95044,0.209347,0.484246
1403638570627829504,0.569616,-0.113715,-0.81375,-0.0204124,-5.68414,0.480665,0.269497
1403638571177829376,0.577553,-0.231814,-0.776851,-0.0959019,-5.59043,0.66534,0.0450313
1403638571827829504,0.550693,-0.283561,-0.768768,-0.15914,-5.24194,1.09786,-0.0649482
1403638572527829504,0.501068,-0.399528,-0.728932,-0.240762,-4.72779,1.71976,-0.108599
1403638573177829376,0.478431,-0.404201,-0.734453,-0.261349,-4.28666,2.4496,-0.0690668
1403638573777829376,0.471976,-0.405648,-0.733295,-0.273801,-4.06123,3.21668,0.028959
1403638574077829376,0.488042,-0.445038,-0.68597,-0.305287,-4.00204,3.6168,0.111008
1403638574377829376,0.481857,-0.509853,-0.630185,-0.332762,-3.9619,3.98287,0.135389
1403638574827829504,0.433396,-0.552729,-0.601868,-0.380018,-3.8021,4.51571,0.178572
1403638575427829504,0.42843,-0.567955,-0.605755,-0.356281,-3.56259,5.16313,0.207061
1403638575777829376,0.410226,-0.556395,-0.626748,-0.35962,-3.37564,5.59629,0.194612
1403638576177829376,0.409927,-0.551735,-0.630453,-0.360662,-3.18896,6.15948,0.299689
1403638576777829376,0.396667,-0.535171,-0.638664,-0.38517,-3.03573,7.11542,0.427005
1403638577127829504,0.421451,-0.539207,-0.621707,-0.38094,-3.06946,7.66632,0.432043
1403638577377829376,0.416146,-0.535163,-0.62538,-0.386424,-3.11895,8.05943,0.468816
1403638577827829504,0.415901,-0.537485,-0.626548,-0.38154,-3.28666,8.72364,0.54311
1403638578227829504,0.429117,-0.54073,-0.620381,-0.372286,-3.50345,9.30372,0.576246
1403638578727829504,0.432387,-0.543074,-0.616431,-0.371653,-3.79524,10.004,0.634721
1403638579377829376,0.431983,-0.538001,-0.618936,-0.375317,-4.17566,10.8859,0.682591
1403638579977829376,0.475385,-0.462951,-0.665384,-0.34198,-4.54964,11.6164,0.701923
1403638580277829376,0.531491,-0.358086,-0.713887,-0.282236,-4.73311,11.8881,0.664236
1403638580477829376,0.54544,-0.315716,-0.742614,-0.22659,-4.82249,11.9438,0.601531
1403638580677829376,0.548582,-0.288009,-0.760546,-0.19411,-4.89395,12.0016,0.537482
1403638580777829376,0.54509,-0.27326,-0.771011,-0.183706,-4.9341,12.0533,0.513834
1403638580927829504,0.542854,-0.259729,-0.778938,-0.176366,-4.96309,12.0991,0.500015
1403638581177829376,0.543328,-0.255513,-0.780558,-0.173886,-5.05176,12.2597,0.521143
1403638581227829504,0.542568,-0.255346,-0.780807,-0.175382,-5.06998,12.2861,0.527891
1403638581627829504,0.544582,-0.260116,-0.774699,-0.188711,-5.17528,12.4435,0.597323
1403638581777829376,0.550522,-0.261035,-0.768955,-0.193635,-5.21267,12.4861,0.621428
1403638582077829376,0.561227,-0.260645,-0.759768,-0.199602,-5.27662,12.5311,0.640776
1403638582127829504,0.55518,-0.261674,-0.764051,-0.198814,-5.28814,12.5424,0.645864
1403638582227829504,0.546791,-0.264193,-0.770023,-0.195671,-5.29586,12.5456,0.663288
1403638583077829376,0.540242,-0.265406,-0.773763,-0.197457,-5.4938,12.5956,1.12605
1403638583577829376,0.535799,-0.26701,-0.776503,-0.196641,-5.65993,12.5336,1.32229
1403638583927829504,0.537062,-0.265199,-0.775668,-0.19893,-5.78104,12.3986,1.46327
1403638584877829376,0.548805,-0.263242,-0.768011,-0.199188,-5.94173,11.7986,1.52416
1403638585327829504,0.546857,-0.26642,-0.769144,-0.195922,-5.93452,11.3659,1.55259
1403638585627829504,0.543767,-0.266199,-0.771753,-0.194559,-5.91669,11.1211,1.52433
1403638585677829376,0.541576,-0.266502,-0.773284,-0.194176,-5.91931,11.0784,1.52988
1403638585877829376,0.528694,-0.271166,-0.782164,-0.187541,-5.93426,10.9263,1.58855
1403638586177829376,0.53801,-0.271777,-0.775044,-0.189711,-5.96313,10.6473,1.70433
1403638586277829376,0.541366,-0.270622,-0.772537,-0.192026,-5.98749,10.5555,1.72712
1403638586677829376,0.546109,-0.262487,-0.768337,-0.206214,-6.11159,10.1768,1.79209
1403638586777829376,0.546827,-0.265237,-0.767941,-0.20223,-6.11054,10.0724,1.78226
1403638586877829376,0.549376,-0.266156,-0.76638,-0.200019,-6.09319,9.98219,1.76863
1403638587277829376,0.545849,-0.267315,-0.769201,-0.197285,-6.13151,9.73059,1.69888
1403638587427829504,0.543365,-0.268576,-0.7709,-0.19579,-6.14576,9.58123,1.70275
1403638587677829376,0.543348,-0.271826,-0.770541,-0.192745,-6.16622,9.43153,1.71285
1403638588227829504,0.543224,-0.266707,-0.770249,-0.201227,-6.20444,9.04209,1.61513
1403638588477829376,0.542812,-0.266654,-0.770811,-0.200253,-6.21498,8.89682,1.59486
1403638588777829376,0.547403,-0.270879,-0.76769,-0.193978,-6.2352,8.6229,1.60967
1403638589477829376,0.547593,-0.273399,-0.766714,-0.193764,-6.29912,7.96965,1.56095
1403638590077829376,0.542584,-0.276516,-0.769317,-0.193112,-6.29715,7.41614,1.56883
1403638591177829376,0.528668,-0.283425,-0.778013,-0.186753,-6.24455,6.37772,1.51983
1403638591927829504,0.513454,-0.291732,-0.787394,-0.17683,-6.35727,5.93739,1.45067
1403638593127829504,0.534062,-0.218543,-0.807084,-0.125027,-6.86477,5.80322,1.82667
1403638593877829376,0.575667,-0.20201,-0.776991,-0.155192,-7.23743,5.97829,2.08836
1403638594527829504,0.574622,-0.178525,-0.785987,-0.141993,-7.43317,5.983,2.2975
1403638596527829504,0.552565,-0.147016,-0.798452,-0.188501,-7.60678,5.39336,2.55855
1403638597077829376,0.550573,-0.129859,-0.796967,-0.211779,-7.73327,4.75642,2.73412
1403638597477829376,0.565707,-0.14462,-0.787179,-0.198518,-7.92994,4.00428,2.81092
1403638597727829504,0.577321,-0.157206,-0.780184,-0.18248,-8.05183,3.44297,2.81785
1403638597927829504,0.571409,-0.13665,-0.786215,-0.191532,-8.13901,2.97007,2.80323
1403638598127829504,0.575216,-0.133698,-0.787977,-0.174193,-8.27518,2.42131,2.78507
1403638598427829504,0.574683,-0.154067,-0.792846,-0.131904,-8.40276,1.57127,2.77696
1403638598677829376,0.571345,-0.144056,-0.798895,-0.120749,-8.49282,0.869311,2.74133
1403638599077829376,0.577579,-0.0860668,-0.807708,-0.0812584,-8.60255,-0.22392,2.70412
1403638599477829376,0.57364,-0.0192314,-0.818052,-0.0368587,-8.66996,-1.30439,2.75855
1403638599877829376,0.566366,-0.00727916,-0.823764,-0.024268,-8.75246,-2.38907,2.78733
1403638600027829504,0.566818,-0.016374,-0.823499,-0.0172905,-8.77886,-2.7707,2.77667
1403638600177829376,0.562157,-0.0321201,-0.826404,-0.00174495,-8.83209,-3.15465,2.7526
1403638600427829504,0.55392,-0.0553668,-0.830478,0.0203128,-8.92938,-3.74528,2.69821
1403638600627829504,0.550729,-0.0596149,-0.83228,0.0212968,-8.99427,-4.15364,2.68534
1403638601027829504,0.536018,-0.0349346,-0.843428,-0.00966771,-9.2164,-4.73092,2.73506
1403638601327829504,0.552831,-0.0153643,-0.832549,-0.0316824,-9.43584,-5.09611,2.74604
1403638601627829504,0.570096,0.0140952,-0.821457,0.000798809,-9.69591,-5.48309,2.76574
1403638601927829504,0.574202,0.0926594,-0.812452,0.0403486,-9.94894,-5.84673,2.83804
1403638602177829376,0.573108,0.135935,-0.805531,0.0647199,-10.1318,-6.14888,2.89468
1403638602427829504,0.59389,0.169295,-0.778459,0.11241,-10.2786,-6.44654,2.93386
1403638602877829376,0.611168,0.23159,-0.72814,0.206523,-10.3979,-6.9727,3.08881
1403638603227829504,0.577551,0.284806,-0.720259,0.257966,-10.3604,-7.29078,3.23832
1403638603927829504,0.562031,0.336523,-0.71857,0.233516,-10.0459,-7.51197,3.29
1403638604577829376,0.540852,0.336455,-0.734889,0.232841,-9.44623,-7.4622,3.24403
1403638605077829376,0.51113,0.333441,-0.756204,0.23605,-8.90359,-7.37347,3.26062
1403638605777829376,0.543441,0.357693,-0.731525,0.203959,-8.21868,-7.3608,3.32704
1403638606427829504,0.528299,0.355811,-0.744858,0.198708,-7.37014,-7.56346,3.38466
1403638606877829376,0.482725,0.3709,-0.75932,0.229878,-6.77676,-7.8601,3.28512
1403638607427829504,0.48351,0.413995,-0.709896,0.301451,-6.18454,-8.37599,3.21753
1403638608127829504,0.485383,0.407893,-0.708924,0.308956,-5.70091,-9.00745,2.97631
1403638608677829376,0.508247,0.403451,-0.695628,0.308244,-5.40252,-9.39654,2.64361
1403638609027829504,0.494312,0.405368,-0.705096,0.306875,-5.22896,-9.55315,2.45705
1403638609677829376,0.493429,0.405099,-0.706394,0.305663,-4.95796,-9.74846,2.15071
1403638610777829376,0.512242,0.396308,-0.692571,0.317637,-4.69685,-9.69198,1.61073
1403638611477829376,0.515439,0.412974,-0.688431,0.29973,-4.5412,-9.30168,1.32347
1403638611877829376,0.499381,0.40968,-0.701743,0.300561,-4.41223,-9.0082,1.21052
1403638612727829504,0.505915,0.408082,-0.701865,0.291384,-4.16004,-8.31767,0.996901
1403638613577829376,0.508866,0.397151,-0.706661,0.289752,-3.8763,-7.63072,0.869403
1403638614077829376,0.529574,0.352082,-0.721246,0.27458,-3.6796,-7.20825,0.718116
1403638614427829504,0.534988,0.310205,-0.748723,0.238691,-3.53061,-6.85781,0.61434
1403638614877829376,0.528758,0.251174,-0.780106,0.220819,-3.37675,-6.50594,0.650285
1403638615077829376,0.534955,0.210766,-0.795984,0.189235,-3.34096,-6.34711,0.702251
1403638615177829376,0.546032,0.188573,-0.7989,0.167473,-3.3269,-6.24832,0.733168
1403638615327829504,0.561457,0.154736,-0.802285,0.131005,-3.29974,-6.09781,0.785656
1403638615627829504,0.576247,0.0819425,-0.809702,0.0748822,-3.252,-5.77742,0.843266
1403638615977829376,0.577839,0.0376752,-0.81381,0.0489601,-3.19075,-5.41379,0.912499
1403638616427829504,0.577422,-0.0356579,-0.815666,0.000443996,-3.08306,-4.89337,0.902679
1403638616727829504,0.559718,-0.0726533,-0.825312,-0.017237,-2.99639,-4.51348,0.803164
1403638617027829504,0.549558,-0.0797408,-0.831421,-0.0191693,-2.95585,-4.1735,0.692755
1403638617727829504,0.547388,-0.050504,-0.834766,-0.031343,-3.00503,-3.30499,0.698669
1403638618327829504,0.55208,-0.0425188,-0.832274,-0.0268326,-3.26884,-2.6598,0.881791
1403638619027829504,0.563743,-0.0644534,-0.822037,-0.047894,-3.75185,-2.07022,0.999614
1403638619527829504,0.565963,-0.167753,-0.799277,-0.112701,-4.1448,-1.68258,1.00514
1403638620727829504,0.563252,-0.206774,-0.791346,-0.117318,-4.81815,-0.776002,0.879692
1403638622827829504,0.605732,-0.172965,-0.763892,-0.140148,-4.91924,0.430658,0.663701
1403638624227829504,0.568939,-0.193307,-0.788916,-0.128659,-3.86482,0.265097,0.773589
1403638625227829504,0.570988,-0.177915,-0.793947,-0.109399,-2.85617,0.0936684,0.744672
1403638625977829376,0.557502,-0.176972,-0.803996,-0.107067,-2.10086,-0.0171697,0.803405
1403638627227829504,0.545332,-0.171134,-0.812718,-0.113211,-1.07342,-0.0538477,0.701419
1403638628077829376,0.549508,-0.165904,-0.809336,-0.124471,-0.807398,-0.0598195,0.584852
1403638628377829376,0.546758,-0.168459,-0.810715,-0.124168,-0.766087,-0.070063,0.550129
1403638628827829504,0.564791,-0.180052,-0.797982,-0.108712,-0.726561,-0.104224,0.528975
1403638629177829376,0.56057,-0.170182,-0.800996,-0.123308,-0.676013,-0.129217,0.492644
1403638629677829376,0.547554,-0.182759,-0.809347,-0.108353,-0.66301,-0.162756,0.487111
1403638630177829376,0.572912,-0.172449,-0.791439,-0.125132,-0.678857,-0.160937,0.433228
1403638630277829376,0.566627,-0.172002,-0.795947,-0.125765,-0.677158,-0.15922,0.399133
1403638630327829504,0.559946,-0.171799,-0.800389,-0.127764,-0.675151,-0.159344,0.379621
1403638630377829376,0.538983,-0.173448,-0.815318,-0.12112,-0.678044,-0.161542,0.372996
1403638630427829504,0.552466,-0.178423,-0.806361,-0.112818,-0.683384,-0.16166,0.377198
1403638630477829376,0.565863,-0.171308,-0.79733,-0.121313,-0.688657,-0.161367,0.383878
1403638630527829504,0.566238,-0.170802,-0.797013,-0.122361,-0.693283,-0.161704,0.385331
